,date,time,price,change,volume,amount,type,code
14417,2021-06-10,10:46:16,112.02,-0.01,2,22404,卖盘,000538
14418,2021-06-10,10:46:18,112.02,0.0,9,100818,卖盘,000538
14419,2021-06-10,10:46:22,112.02,0.0,13,145626,买盘,000538
14420,2021-06-10,10:46:25,112.01,-0.01,17,190424,卖盘,000538
14421,2021-06-10,10:46:28,112.01,0.0,7,78407,买盘,000538
14422,2021-06-10,10:46:31,112.02,0.01,1,11202,买盘,000538
14423,2021-06-10,10:46:34,112.01,-0.01,2,22403,卖盘,000538
14424,2021-06-10,10:46:37,112.01,0.0,5,56005,卖盘,000538
14425,2021-06-10,10:46:40,112.02,0.01,38,425638,买盘,000538
14426,2021-06-10,10:46:42,112.02,0.0,1,11202,买盘,000538
14427,2021-06-10,10:46:46,112.01,-0.01,1,11201,买盘,000538
14428,2021-06-10,10:46:49,112.01,0.0,4,44804,买盘,000538
14429,2021-06-10,10:46:55,112.0,-0.01,46,515200,卖盘,000538
14430,2021-06-10,10:46:57,112.0,0.0,2,22401,卖盘,000538
14431,2021-06-10,10:47:01,112.01,0.01,4,44802,买盘,000538
14432,2021-06-10,10:47:13,112.02,0.01,1,11202,买盘,000538
14433,2021-06-10,10:47:16,112.01,-0.01,2,22402,卖盘,000538
14434,2021-06-10,10:47:18,112.02,0.01,17,190429,买盘,000538
14435,2021-06-10,10:47:21,112.01,-0.01,4,44804,卖盘,000538
14436,2021-06-10,10:47:27,112.01,0.0,5,56007,卖盘,000538
14437,2021-06-10,10:47:31,112.01,0.0,52,582452,卖盘,000538
14438,2021-06-10,10:47:34,112.02,0.01,9,100818,买盘,000538
14439,2021-06-10,10:47:37,112.02,0.0,7,78414,卖盘,000538
14440,2021-06-10,10:47:40,112.01,-0.01,24,268840,卖盘,000538
14441,2021-06-10,10:47:43,112.01,0.0,10,112010,买盘,000538
14442,2021-06-10,10:47:46,112.01,0.0,4,44804,买盘,000538
14443,2021-06-10,10:47:49,112.01,0.0,4,44805,卖盘,000538
14444,2021-06-10,10:47:55,112.03,0.02,7,78418,买盘,000538
14445,2021-06-10,10:47:58,112.03,0.0,1,11203,买盘,000538
14446,2021-06-10,10:48:05,112.03,0.0,3,33609,买盘,000538
14447,2021-06-10,10:48:06,112.01,-0.02,21,235221,卖盘,000538
14448,2021-06-10,10:48:10,112.01,0.0,10,112010,买盘,000538
14449,2021-06-10,10:48:12,112.01,0.0,13,145613,买盘,000538
14450,2021-06-10,10:48:16,112.02,0.01,4,44806,买盘,000538
14451,2021-06-10,10:48:18,112.01,-0.01,5,56010,卖盘,000538
14452,2021-06-10,10:48:24,112.03,0.02,1,11203,买盘,000538
14453,2021-06-10,10:48:27,112.01,-0.02,15,168031,卖盘,000538
14454,2021-06-10,10:48:31,112.03,0.02,3,33609,买盘,000538
14455,2021-06-10,10:48:34,112.03,0.0,4,44812,买盘,000538
14456,2021-06-10,10:48:36,112.03,0.0,1,11203,买盘,000538
14457,2021-06-10,10:48:40,112.01,-0.02,30,336032,卖盘,000538
14458,2021-06-10,10:48:43,112.01,0.0,5,56005,卖盘,000538
14459,2021-06-10,10:48:45,112.01,0.0,2,22402,买盘,000538
14460,2021-06-10,10:48:49,112.01,0.0,4,44804,买盘,000538
14461,2021-06-10,10:48:51,112.01,0.0,11,123211,买盘,000538
14462,2021-06-10,10:48:55,112.0,-0.01,1,11200,卖盘,000538
14463,2021-06-10,10:48:58,112.0,0.0,1,11200,卖盘,000538
14464,2021-06-10,10:49:00,112.01,0.01,31,347230,买盘,000538
14465,2021-06-10,10:49:04,112.02,0.01,4,44807,中性盘,000538
14466,2021-06-10,10:49:07,112.01,-0.01,8,89614,卖盘,000538
14467,2021-06-10,10:49:09,112.01,0.0,19,212819,卖盘,000538
14468,2021-06-10,10:49:13,112.01,0.0,1,11201,卖盘,000538
14469,2021-06-10,10:49:16,112.01,0.0,6,67206,卖盘,000538
14470,2021-06-10,10:49:18,112.01,0.0,15,168015,卖盘,000538
14471,2021-06-10,10:49:21,112.01,0.0,6,67203,买盘,000538
14472,2021-06-10,10:49:31,112.01,0.0,4,44803,买盘,000538
14473,2021-06-10,10:49:33,112.01,0.0,2,22402,买盘,000538
14474,2021-06-10,10:49:36,112.0,-0.01,3,33601,卖盘,000538
14475,2021-06-10,10:49:40,112.0,0.0,48,537612,卖盘,000538
14476,2021-06-10,10:49:43,112.0,0.0,7,78406,卖盘,000538
14477,2021-06-10,10:49:45,112.0,0.0,4,44800,卖盘,000538
14478,2021-06-10,10:49:52,112.0,0.0,13,145612,卖盘,000538
14479,2021-06-10,10:49:55,112.0,0.0,67,750420,卖盘,000538
14480,2021-06-10,10:49:58,112.01,0.01,9,100808,买盘,000538
14481,2021-06-10,10:50:00,112.0,-0.01,1,11200,卖盘,000538
14482,2021-06-10,10:50:04,112.01,0.01,1,11201,买盘,000538
14483,2021-06-10,10:50:07,112.01,0.0,4,44804,买盘,000538
14484,2021-06-10,10:50:13,112.03,0.02,2,22406,买盘,000538
14485,2021-06-10,10:50:15,112.03,0.0,10,112025,买盘,000538
14486,2021-06-10,10:50:18,112.08,0.05,2,20174,买盘,000538
14487,2021-06-10,10:50:22,112.06,-0.02,3,33622,卖盘,000538
14488,2021-06-10,10:50:24,112.09,0.03,6,67253,中性盘,000538
14489,2021-06-10,10:50:28,112.09,0.0,2,22418,买盘,000538
14490,2021-06-10,10:50:31,112.08,-0.01,22,246577,卖盘,000538
14491,2021-06-10,10:50:34,112.08,0.0,3,33624,买盘,000538
14492,2021-06-10,10:50:36,112.08,0.0,1,11208,买盘,000538
14493,2021-06-10,10:50:40,112.05,-0.03,28,313753,卖盘,000538
14494,2021-06-10,10:50:43,112.08,0.03,11,123288,买盘,000538
14495,2021-06-10,10:50:45,112.08,0.0,1,11208,买盘,000538
14496,2021-06-10,10:50:49,112.08,0.0,11,123288,买盘,000538
14497,2021-06-10,10:50:52,112.08,0.0,1,11208,卖盘,000538
14498,2021-06-10,10:50:55,112.09,0.01,2,22418,买盘,000538
14499,2021-06-10,10:51:04,112.1,0.01,3,33630,买盘,000538
14500,2021-06-10,10:51:07,112.1,0.0,59,661345,买盘,000538
14501,2021-06-10,10:51:09,112.1,0.0,3,33629,买盘,000538
14502,2021-06-10,10:51:18,112.1,0.0,9,100893,卖盘,000538
14503,2021-06-10,10:51:21,112.21,0.11,67,751741,买盘,000538
14504,2021-06-10,10:51:25,112.21,0.0,11,123332,卖盘,000538
14505,2021-06-10,10:51:28,112.23,0.02,1,11223,买盘,000538
14506,2021-06-10,10:51:30,112.18,-0.05,5,56094,卖盘,000538
14507,2021-06-10,10:51:34,112.23,0.05,8,89768,买盘,000538
14508,2021-06-10,10:51:37,112.23,0.0,9,101011,卖盘,000538
14509,2021-06-10,10:51:40,112.21,-0.02,23,258126,卖盘,000538
14510,2021-06-10,10:51:43,112.19,-0.02,3,33659,卖盘,000538
14511,2021-06-10,10:51:46,112.21,0.02,5,56104,买盘,000538
14512,2021-06-10,10:51:49,112.23,0.02,14,157090,买盘,000538
14513,2021-06-10,10:51:52,112.23,0.0,3,33669,买盘,000538
14514,2021-06-10,10:51:58,112.21,-0.02,1,11221,中性盘,000538
14515,2021-06-10,10:52:01,112.23,0.02,3,33669,买盘,000538
14516,2021-06-10,10:52:10,112.23,0.0,12,134676,买盘,000538
14517,2021-06-10,10:52:13,112.23,0.0,1,11223,买盘,000538
14518,2021-06-10,10:52:16,112.23,0.0,46,516256,买盘,000538
14519,2021-06-10,10:52:19,112.24,0.01,61,684609,买盘,000538
14520,2021-06-10,10:52:22,112.23,-0.01,5,56118,卖盘,000538
14521,2021-06-10,10:52:25,112.24,0.01,15,168358,买盘,000538
14522,2021-06-10,10:52:28,112.25,0.01,5,56125,买盘,000538
14523,2021-06-10,10:52:30,112.24,-0.01,10,112240,卖盘,000538
14524,2021-06-10,10:52:34,112.26,0.02,56,628659,买盘,000538
14525,2021-06-10,10:52:36,112.3,0.04,19,213370,买盘,000538
14526,2021-06-10,10:52:40,112.28,-0.02,28,314422,卖盘,000538
14527,2021-06-10,10:52:45,112.34,0.06,1,11234,买盘,000538
14528,2021-06-10,10:52:49,112.35,0.01,9,101107,买盘,000538
14529,2021-06-10,10:52:51,112.35,0.0,9,101114,买盘,000538
14530,2021-06-10,10:52:54,112.34,-0.01,7,78638,卖盘,000538
14531,2021-06-10,10:52:58,112.34,0.0,6,67396,买盘,000538
14532,2021-06-10,10:53:01,112.34,0.0,9,101106,买盘,000538
14533,2021-06-10,10:53:04,112.31,-0.03,11,123565,卖盘,000538
14534,2021-06-10,10:53:06,112.34,0.03,6,67394,买盘,000538
14535,2021-06-10,10:53:09,112.34,0.0,16,179732,买盘,000538
14536,2021-06-10,10:53:13,112.34,0.0,7,78623,买盘,000538
14537,2021-06-10,10:53:16,112.31,-0.03,13,146037,卖盘,000538
14538,2021-06-10,10:53:19,112.34,0.03,4,44936,买盘,000538
14539,2021-06-10,10:53:21,112.34,0.0,6,67403,买盘,000538
14540,2021-06-10,10:53:25,112.34,0.0,7,78636,买盘,000538
14541,2021-06-10,10:53:28,112.34,0.0,12,134806,买盘,000538
14542,2021-06-10,10:53:31,112.32,-0.02,32,359426,卖盘,000538
14543,2021-06-10,10:53:34,112.32,0.0,11,123552,买盘,000538
14544,2021-06-10,10:53:36,112.32,0.0,2,22464,买盘,000538
14545,2021-06-10,10:53:40,112.31,-0.01,30,336942,卖盘,000538
14546,2021-06-10,10:53:43,112.34,0.03,2,22468,中性盘,000538
14547,2021-06-10,10:53:46,112.35,0.01,3,33704,买盘,000538
14548,2021-06-10,10:53:52,112.36,0.01,6,67412,买盘,000538
14549,2021-06-10,10:53:55,112.35,-0.01,46,516871,卖盘,000538
14550,2021-06-10,10:54:01,112.4,0.05,4,44954,买盘,000538
14551,2021-06-10,10:54:05,112.4,0.0,5,56194,买盘,000538
14552,2021-06-10,10:54:07,112.36,-0.04,11,123602,中性盘,000538
14553,2021-06-10,10:54:10,112.36,0.0,47,528073,买盘,000538
14554,2021-06-10,10:54:13,112.36,0.0,9,101124,买盘,000538
14555,2021-06-10,10:54:16,112.37,0.01,3,33710,中性盘,000538
14556,2021-06-10,10:54:19,112.4,0.03,18,202269,买盘,000538
14557,2021-06-10,10:54:22,112.4,0.0,8,89917,买盘,000538
14558,2021-06-10,10:54:25,112.4,0.0,50,562000,买盘,000538
14559,2021-06-10,10:54:28,112.4,0.0,21,236054,卖盘,000538
14560,2021-06-10,10:54:30,112.42,0.02,2,22484,买盘,000538
14561,2021-06-10,10:54:34,112.42,0.0,2,22484,买盘,000538
14562,2021-06-10,10:54:37,112.42,0.0,34,382226,买盘,000538
14563,2021-06-10,10:54:40,112.41,-0.01,43,483389,卖盘,000538
14564,2021-06-10,10:54:43,112.42,0.01,54,607073,卖盘,000538
14565,2021-06-10,10:54:46,112.44,0.02,51,573410,买盘,000538
14566,2021-06-10,10:54:48,112.44,0.0,11,123691,卖盘,000538
14567,2021-06-10,10:54:52,112.48,0.04,16,179925,买盘,000538
14568,2021-06-10,10:54:54,112.45,-0.03,2,22490,卖盘,000538
14569,2021-06-10,10:54:58,112.48,0.03,4,44992,买盘,000538
14570,2021-06-10,10:55:00,112.45,-0.03,13,146215,卖盘,000538
14571,2021-06-10,10:55:04,112.48,0.03,16,179982,买盘,000538
14572,2021-06-10,10:55:07,112.49,0.01,20,224989,买盘,000538
14573,2021-06-10,10:55:10,112.49,0.0,47,528747,买盘,000538
14574,2021-06-10,10:55:13,112.49,0.0,25,281232,卖盘,000538
14575,2021-06-10,10:55:16,112.5,0.01,19,213798,卖盘,000538
14576,2021-06-10,10:55:18,112.56,0.06,50,562512,买盘,000538
14577,2021-06-10,10:55:22,112.51,-0.05,30,337676,卖盘,000538
14578,2021-06-10,10:55:24,112.56,0.05,7,78777,买盘,000538
14579,2021-06-10,10:55:28,112.56,0.0,2,22512,买盘,000538
14580,2021-06-10,10:55:31,112.56,0.0,9,101304,卖盘,000538
14581,2021-06-10,10:55:33,112.56,0.0,34,382698,买盘,000538
14582,2021-06-10,10:55:37,112.56,0.0,23,258905,卖盘,000538
14583,2021-06-10,10:55:39,112.51,-0.05,45,506393,卖盘,000538
14584,2021-06-10,10:55:43,112.56,0.05,42,472827,卖盘,000538
14585,2021-06-10,10:55:45,112.55,-0.01,16,180123,卖盘,000538
14586,2021-06-10,10:55:49,112.59,0.04,7,78803,中性盘,000538
14587,2021-06-10,10:55:52,112.57,-0.02,6,67555,卖盘,000538
14588,2021-06-10,10:55:55,112.59,0.02,52,585476,买盘,000538
14589,2021-06-10,10:55:57,112.59,0.0,23,258957,买盘,000538
14590,2021-06-10,10:56:00,112.59,0.0,12,135091,买盘,000538
14591,2021-06-10,10:56:04,112.6,0.01,5,56300,买盘,000538
14592,2021-06-10,10:56:07,112.6,0.0,7,78818,买盘,000538
14593,2021-06-10,10:56:09,112.6,0.0,29,326487,买盘,000538
14594,2021-06-10,10:56:13,112.6,0.0,8,90080,卖盘,000538
14595,2021-06-10,10:56:16,112.6,0.0,22,247744,卖盘,000538
14596,2021-06-10,10:56:19,112.6,0.0,10,112605,卖盘,000538
14597,2021-06-10,10:56:22,112.62,0.02,7,78839,买盘,000538
14598,2021-06-10,10:56:25,112.66,0.04,58,653240,买盘,000538
14599,2021-06-10,10:56:28,112.59,-0.07,52,585837,卖盘,000538
14600,2021-06-10,10:56:31,112.58,-0.01,15,168925,卖盘,000538
14601,2021-06-10,10:56:34,112.58,0.0,2,22516,卖盘,000538
14602,2021-06-10,10:56:37,112.59,0.01,7,78815,卖盘,000538
14603,2021-06-10,10:56:39,112.59,0.0,73,821963,卖盘,000538
14604,2021-06-10,10:56:43,112.6,0.01,28,315433,中性盘,000538
14605,2021-06-10,10:56:46,112.6,0.0,2,22520,卖盘,000538
14606,2021-06-10,10:56:48,112.68,0.08,6,67580,买盘,000538
14607,2021-06-10,10:56:52,112.66,-0.02,2,22532,卖盘,000538
14608,2021-06-10,10:56:54,112.6,-0.06,16,180253,卖盘,000538
14609,2021-06-10,10:56:58,112.6,0.0,10,112644,卖盘,000538
14610,2021-06-10,10:57:00,112.66,0.06,8,90127,买盘,000538
14611,2021-06-10,10:57:04,112.6,-0.06,27,304177,卖盘,000538
14612,2021-06-10,10:57:07,112.6,0.0,165,1857676,卖盘,000538
14613,2021-06-10,10:57:09,112.66,0.06,24,270346,买盘,000538
14614,2021-06-10,10:57:13,112.66,0.0,71,800073,卖盘,000538
14615,2021-06-10,10:57:16,112.66,0.0,61,687438,卖盘,000538
14616,2021-06-10,10:57:19,112.66,0.0,4,45064,卖盘,000538
14617,2021-06-10,10:57:22,112.66,0.0,17,191522,买盘,000538
14618,2021-06-10,10:57:25,112.66,0.0,28,315448,买盘,000538
14619,2021-06-10,10:57:28,112.66,0.0,15,168989,买盘,000538
14620,2021-06-10,10:57:30,112.65,-0.01,22,247835,卖盘,000538
14621,2021-06-10,10:57:34,112.65,0.0,13,146449,买盘,000538
14622,2021-06-10,10:57:37,112.62,-0.03,7,78852,中性盘,000538
14623,2021-06-10,10:57:40,112.6,-0.02,34,382856,卖盘,000538
14624,2021-06-10,10:57:43,112.6,0.0,62,698124,卖盘,000538
14625,2021-06-10,10:57:45,112.58,-0.02,92,1035452,卖盘,000538
14626,2021-06-10,10:57:49,112.51,-0.07,7,78757,卖盘,000538
14627,2021-06-10,10:57:52,112.5,-0.01,13,146253,卖盘,000538
14628,2021-06-10,10:57:54,112.51,0.01,116,1304930,买盘,000538
14629,2021-06-10,10:57:58,112.51,0.0,29,326255,买盘,000538
14630,2021-06-10,10:58:00,112.51,0.0,13,146259,买盘,000538
14631,2021-06-10,10:58:04,112.51,0.0,4,45004,卖盘,000538
14632,2021-06-10,10:58:07,112.51,0.0,10,112503,买盘,000538
14633,2021-06-10,10:58:09,112.5,-0.01,10,112484,中性盘,000538
14634,2021-06-10,10:58:13,112.5,0.0,15,168738,买盘,000538
14635,2021-06-10,10:58:16,112.5,0.0,14,157506,卖盘,000538
14636,2021-06-10,10:58:18,112.5,0.0,7,78750,卖盘,000538
14637,2021-06-10,10:58:22,112.5,0.0,9,101250,买盘,000538
14638,2021-06-10,10:58:25,112.49,-0.01,7,78748,卖盘,000538
14639,2021-06-10,10:58:27,112.5,0.01,11,123740,买盘,000538
14640,2021-06-10,10:58:31,112.49,-0.01,7,78740,买盘,000538
14641,2021-06-10,10:58:33,112.49,0.0,8,89992,卖盘,000538
14642,2021-06-10,10:58:36,112.5,0.01,5,56244,买盘,000538
14643,2021-06-10,10:58:39,112.47,-0.03,12,134972,卖盘,000538
14644,2021-06-10,10:58:43,112.47,0.0,12,134963,买盘,000538
14645,2021-06-10,10:58:45,112.47,0.0,4,44988,买盘,000538
14646,2021-06-10,10:58:49,112.5,0.03,51,573696,买盘,000538
14647,2021-06-10,10:58:52,112.46,-0.04,7,78730,卖盘,000538
14648,2021-06-10,10:58:54,112.46,0.0,3,33738,买盘,000538
14649,2021-06-10,10:58:58,112.45,-0.01,3,33735,卖盘,000538
14650,2021-06-10,10:59:01,112.46,0.01,64,719743,买盘,000538
14651,2021-06-10,10:59:04,112.46,0.0,7,78725,卖盘,000538
14652,2021-06-10,10:59:07,112.46,0.0,8,89968,卖盘,000538
14653,2021-06-10,10:59:09,112.51,0.05,30,337504,买盘,000538
14654,2021-06-10,10:59:13,112.5,-0.01,1,11250,买盘,000538
14655,2021-06-10,10:59:16,112.52,0.02,16,180001,买盘,000538
14656,2021-06-10,10:59:19,112.56,0.04,24,270142,买盘,000538
14657,2021-06-10,10:59:22,112.6,0.04,12,135110,买盘,000538
14658,2021-06-10,10:59:24,112.58,-0.02,12,135132,卖盘,000538
14659,2021-06-10,10:59:28,112.64,0.06,2,24105,卖盘,000538
14660,2021-06-10,10:59:31,112.58,-0.06,22,247694,卖盘,000538
14661,2021-06-10,10:59:34,112.58,0.0,29,326482,买盘,000538
14662,2021-06-10,10:59:36,112.66,0.08,16,180242,买盘,000538
14663,2021-06-10,10:59:40,112.58,-0.08,11,123840,卖盘,000538
14664,2021-06-10,10:59:43,112.64,0.06,18,202650,买盘,000538
14665,2021-06-10,10:59:46,112.65,0.01,5,56317,买盘,000538
14666,2021-06-10,10:59:48,112.65,0.0,10,112642,买盘,000538
14667,2021-06-10,10:59:52,112.65,0.0,16,180238,买盘,000538
14668,2021-06-10,10:59:54,112.65,0.0,5,56325,卖盘,000538
14669,2021-06-10,10:59:58,112.65,0.0,23,259101,卖盘,000538
14670,2021-06-10,11:00:00,112.65,0.0,26,292890,卖盘,000538
14671,2021-06-10,11:00:04,112.65,0.0,33,371745,买盘,000538
14672,2021-06-10,11:00:06,112.61,-0.04,13,146405,卖盘,000538
14673,2021-06-10,11:00:10,112.61,0.0,1,11261,买盘,000538
14674,2021-06-10,11:00:12,112.61,0.0,12,135131,买盘,000538
14675,2021-06-10,11:00:16,112.61,0.0,23,258990,买盘,000538
14676,2021-06-10,11:00:18,112.61,0.0,30,337825,买盘,000538
14677,2021-06-10,11:00:22,112.62,0.01,11,123906,中性盘,000538
14678,2021-06-10,11:00:25,112.65,0.03,4,45052,买盘,000538
14679,2021-06-10,11:00:28,112.65,0.0,35,394259,买盘,000538
14680,2021-06-10,11:00:31,112.65,0.0,11,123913,买盘,000538
14681,2021-06-10,11:00:34,112.65,0.0,47,529455,买盘,000538
14682,2021-06-10,11:00:37,112.64,-0.01,11,123913,卖盘,000538
14683,2021-06-10,11:00:40,112.65,0.01,9,101385,买盘,000538
14684,2021-06-10,11:00:43,112.64,-0.01,31,349183,卖盘,000538
14685,2021-06-10,11:00:46,112.64,0.0,7,78848,买盘,000538
14686,2021-06-10,11:00:48,112.64,0.0,1,11264,买盘,000538
14687,2021-06-10,11:00:52,112.64,0.0,38,428031,买盘,000538
14688,2021-06-10,11:00:55,112.63,-0.01,10,112637,卖盘,000538
14689,2021-06-10,11:00:57,112.63,0.0,9,101372,卖盘,000538
14690,2021-06-10,11:01:01,112.61,-0.02,2,22524,卖盘,000538
14691,2021-06-10,11:01:04,112.64,0.03,6,67584,买盘,000538
14692,2021-06-10,11:01:07,112.64,0.0,1,11264,卖盘,000538
14693,2021-06-10,11:01:10,112.65,0.01,31,349196,买盘,000538
14694,2021-06-10,11:01:12,112.64,-0.01,10,112644,中性盘,000538
14695,2021-06-10,11:01:15,112.64,0.0,6,67582,买盘,000538
14696,2021-06-10,11:01:18,112.63,-0.01,29,326629,卖盘,000538
14697,2021-06-10,11:01:21,112.66,0.03,79,889846,买盘,000538
14698,2021-06-10,11:01:25,112.65,-0.01,21,236568,卖盘,000538
14699,2021-06-10,11:01:27,112.65,0.0,10,112655,卖盘,000538
14700,2021-06-10,11:01:31,112.68,0.03,27,304195,买盘,000538
14701,2021-06-10,11:01:34,112.65,-0.03,27,304183,卖盘,000538
14702,2021-06-10,11:01:36,112.7,0.05,9,101407,买盘,000538
14703,2021-06-10,11:01:40,112.7,0.0,20,225378,买盘,000538
14704,2021-06-10,11:01:43,112.66,-0.04,23,259140,卖盘,000538
14705,2021-06-10,11:01:46,112.7,0.04,7,78870,买盘,000538
14706,2021-06-10,11:01:48,112.7,0.0,8,90156,买盘,000538
14707,2021-06-10,11:01:52,112.7,0.0,33,371892,买盘,000538
14708,2021-06-10,11:01:54,112.68,-0.02,32,360582,卖盘,000538
14709,2021-06-10,11:01:58,112.66,-0.02,6,67600,卖盘,000538
14710,2021-06-10,11:02:00,112.7,0.04,15,169028,买盘,000538
14711,2021-06-10,11:02:04,112.7,0.0,10,112707,买盘,000538
14712,2021-06-10,11:02:07,112.68,-0.02,11,123965,卖盘,000538
14713,2021-06-10,11:02:10,112.7,0.02,2,22541,卖盘,000538
14714,2021-06-10,11:02:12,112.72,0.02,5,56360,买盘,000538
14715,2021-06-10,11:02:16,112.72,0.0,14,157806,卖盘,000538
14716,2021-06-10,11:02:18,112.72,0.0,9,101454,卖盘,000538
14717,2021-06-10,11:02:22,112.72,0.0,48,541112,卖盘,000538
14718,2021-06-10,11:02:24,112.73,0.01,4,45092,卖盘,000538
14719,2021-06-10,11:02:28,112.73,0.0,6,67638,卖盘,000538
14720,2021-06-10,11:02:31,112.76,0.03,66,744050,买盘,000538
14721,2021-06-10,11:02:33,112.77,0.01,8,90208,买盘,000538
14722,2021-06-10,11:02:37,112.77,0.0,7,78937,买盘,000538
14723,2021-06-10,11:02:40,112.78,0.01,14,157892,买盘,000538
14724,2021-06-10,11:02:42,112.79,0.01,37,417234,买盘,000538
14725,2021-06-10,11:02:46,112.8,0.01,14,157910,买盘,000538
14726,2021-06-10,11:02:49,112.77,-0.03,13,146618,卖盘,000538
14727,2021-06-10,11:02:52,112.8,0.03,5,56396,买盘,000538
14728,2021-06-10,11:02:55,112.78,-0.02,44,496252,卖盘,000538
14729,2021-06-10,11:02:58,112.8,0.02,39,439872,买盘,000538
14730,2021-06-10,11:03:01,112.79,-0.01,31,349675,卖盘,000538
14731,2021-06-10,11:03:04,112.8,0.01,16,180466,买盘,000538
14732,2021-06-10,11:03:06,112.78,-0.02,14,157887,卖盘,000538
14733,2021-06-10,11:03:09,112.76,-0.02,27,304453,卖盘,000538
14734,2021-06-10,11:03:13,112.72,-0.04,78,879037,卖盘,000538
14735,2021-06-10,11:03:15,112.63,-0.09,67,754769,卖盘,000538
14736,2021-06-10,11:03:19,112.6,-0.03,122,1373692,卖盘,000538
14737,2021-06-10,11:03:22,112.55,-0.05,26,292631,卖盘,000538
14738,2021-06-10,11:03:25,112.55,0.0,1,11255,买盘,000538
14739,2021-06-10,11:03:28,112.55,0.0,26,292630,买盘,000538
14740,2021-06-10,11:03:31,112.56,0.01,19,213846,买盘,000538
14741,2021-06-10,11:03:34,112.65,0.09,9,101351,买盘,000538
14742,2021-06-10,11:03:43,112.6,-0.05,31,349065,卖盘,000538
14743,2021-06-10,11:03:45,112.58,-0.02,7,78810,卖盘,000538
14744,2021-06-10,11:03:49,112.65,0.07,11,123874,买盘,000538
14745,2021-06-10,11:03:55,112.65,0.0,49,551980,买盘,000538
14746,2021-06-10,11:03:58,112.65,0.0,14,157710,卖盘,000538
14747,2021-06-10,11:04:01,112.65,0.0,5,56325,卖盘,000538
14748,2021-06-10,11:04:04,112.65,0.0,5,56325,卖盘,000538
14749,2021-06-10,11:04:07,112.65,0.0,13,146445,卖盘,000538
14750,2021-06-10,11:04:09,112.67,0.02,17,191523,买盘,000538
14751,2021-06-10,11:04:13,112.67,0.0,5,56335,买盘,000538
14752,2021-06-10,11:04:15,112.67,0.0,6,67602,买盘,000538
14753,2021-06-10,11:04:18,112.66,-0.01,36,405606,卖盘,000538
14754,2021-06-10,11:04:22,112.65,-0.01,3,33797,卖盘,000538
14755,2021-06-10,11:04:24,112.66,0.01,6,67595,买盘,000538
14756,2021-06-10,11:04:28,112.65,-0.01,4,45062,卖盘,000538
14757,2021-06-10,11:04:31,112.66,0.01,4,45064,买盘,000538
14758,2021-06-10,11:04:34,112.66,0.0,48,540766,买盘,000538
14759,2021-06-10,11:04:37,112.66,0.0,12,135191,买盘,000538
14760,2021-06-10,11:04:40,112.66,0.0,26,292913,买盘,000538
14761,2021-06-10,11:04:43,112.62,-0.04,26,292848,卖盘,000538
14762,2021-06-10,11:04:46,112.62,0.0,1,11262,买盘,000538
14763,2021-06-10,11:04:49,112.62,0.0,13,146406,买盘,000538
14764,2021-06-10,11:04:55,112.62,0.0,5,56310,卖盘,000538
14765,2021-06-10,11:04:58,112.62,0.0,13,146405,买盘,000538
14766,2021-06-10,11:05:01,112.61,-0.01,1,11261,卖盘,000538
14767,2021-06-10,11:05:04,112.61,0.0,8,90088,卖盘,000538
14768,2021-06-10,11:05:07,112.62,0.01,6,67568,买盘,000538
14769,2021-06-10,11:05:09,112.62,0.0,9,101358,买盘,000538
14770,2021-06-10,11:05:13,112.61,-0.01,3,33783,卖盘,000538
14771,2021-06-10,11:05:15,112.61,0.0,8,90092,卖盘,000538
14772,2021-06-10,11:05:19,112.6,-0.01,32,360373,卖盘,000538
14773,2021-06-10,11:05:21,112.61,0.01,1,11261,买盘,000538
14774,2021-06-10,11:05:24,112.61,0.0,8,90088,买盘,000538
14775,2021-06-10,11:05:27,112.61,0.0,10,112602,买盘,000538
14776,2021-06-10,11:05:31,112.6,-0.01,137,1543051,卖盘,000538
14777,2021-06-10,11:05:33,112.6,0.0,12,135120,卖盘,000538
14778,2021-06-10,11:05:37,112.6,0.0,3,33782,卖盘,000538
14779,2021-06-10,11:05:39,112.6,0.0,2,22521,卖盘,000538
14780,2021-06-10,11:05:42,112.61,0.01,37,416631,中性盘,000538
14781,2021-06-10,11:05:46,112.62,0.01,21,236502,卖盘,000538
14782,2021-06-10,11:05:49,112.71,0.09,4,45057,买盘,000538
14783,2021-06-10,11:05:52,112.71,0.0,37,417015,买盘,000538
14784,2021-06-10,11:05:54,112.71,0.0,10,112710,卖盘,000538
14785,2021-06-10,11:05:58,112.71,0.0,9,101439,卖盘,000538
14786,2021-06-10,11:06:01,112.71,0.0,2,22543,卖盘,000538
14787,2021-06-10,11:06:04,112.72,0.01,30,338134,买盘,000538
14788,2021-06-10,11:06:07,112.71,-0.01,13,146524,中性盘,000538
14789,2021-06-10,11:06:13,112.71,0.0,3,33813,买盘,000538
14790,2021-06-10,11:06:16,112.71,0.0,1,11271,买盘,000538
14791,2021-06-10,11:06:19,112.71,0.0,7,78896,买盘,000538
14792,2021-06-10,11:06:21,112.63,-0.08,5,56323,卖盘,000538
14793,2021-06-10,11:06:25,112.63,0.0,2,22526,卖盘,000538
14794,2021-06-10,11:06:28,112.62,-0.01,6,67574,卖盘,000538
14795,2021-06-10,11:06:30,112.63,0.01,4,45055,卖盘,000538
14796,2021-06-10,11:06:36,112.63,0.0,2,22525,买盘,000538
