,date,time,price,change,volume,amount,type,code
3884,2021-06-10,14:34:09,112.05,0.0,6,67230,买盘,000538
3885,2021-06-10,14:34:13,112.03,-0.02,13,145647,卖盘,000538
3886,2021-06-10,14:34:15,112.03,0.0,12,134436,买盘,000538
3887,2021-06-10,14:34:22,112.03,0.0,2,22406,买盘,000538
3888,2021-06-10,14:34:24,112.05,0.02,42,470569,买盘,000538
3889,2021-06-10,14:34:28,112.03,-0.02,1,11203,卖盘,000538
3890,2021-06-10,14:34:33,112.04,0.01,15,168049,买盘,000538
3891,2021-06-10,14:34:36,112.01,-0.03,7,78415,卖盘,000538
3892,2021-06-10,14:34:40,112.02,0.01,1,11202,买盘,000538
3893,2021-06-10,14:34:42,112.01,-0.01,3,33603,卖盘,000538
3894,2021-06-10,14:34:46,112.03,0.02,6,67213,买盘,000538
3895,2021-06-10,14:34:48,112.02,-0.01,1,11202,卖盘,000538
3896,2021-06-10,14:34:52,112.02,0.0,1,11202,卖盘,000538
3897,2021-06-10,14:34:54,112.02,0.0,2,22403,买盘,000538
3898,2021-06-10,14:34:58,112.01,-0.01,2,22403,卖盘,000538
3899,2021-06-10,14:35:00,112.02,0.01,2,22404,买盘,000538
3900,2021-06-10,14:35:04,112.01,-0.01,7,78413,卖盘,000538
3901,2021-06-10,14:35:10,112.01,0.0,5,56005,卖盘,000538
3902,2021-06-10,14:35:13,112.0,-0.01,35,392024,卖盘,000538
3903,2021-06-10,14:35:19,112.01,0.01,6,67210,卖盘,000538
3904,2021-06-10,14:35:21,112.03,0.02,6,67218,买盘,000538
3905,2021-06-10,14:35:25,112.01,-0.02,3,33602,卖盘,000538
3906,2021-06-10,14:35:28,112.02,0.01,8,89613,买盘,000538
3907,2021-06-10,14:35:31,112.02,0.0,1,11202,卖盘,000538
3908,2021-06-10,14:35:34,112.02,0.0,2,22404,卖盘,000538
3909,2021-06-10,14:35:37,112.01,-0.01,2,22402,卖盘,000538
3910,2021-06-10,14:35:40,112.01,0.0,5,56005,卖盘,000538
3911,2021-06-10,14:35:43,112.03,0.02,5,56015,买盘,000538
3912,2021-06-10,14:35:45,112.03,0.0,4,44812,卖盘,000538
3913,2021-06-10,14:35:48,112.03,0.0,7,78421,卖盘,000538
3914,2021-06-10,14:35:52,112.03,0.0,14,156842,卖盘,000538
3915,2021-06-10,14:35:58,112.03,0.0,2,22406,买盘,000538
3916,2021-06-10,14:36:00,112.03,0.0,5,56012,买盘,000538
3917,2021-06-10,14:36:07,112.01,-0.02,4,44805,卖盘,000538
3918,2021-06-10,14:36:10,112.02,0.01,1,11202,买盘,000538
3919,2021-06-10,14:36:12,112.02,0.0,4,44808,买盘,000538
3920,2021-06-10,14:36:16,112.03,0.01,80,896175,买盘,000538
3921,2021-06-10,14:36:19,112.04,0.01,1,11204,买盘,000538
3922,2021-06-10,14:36:24,112.04,0.0,3,33611,买盘,000538
3923,2021-06-10,14:36:28,112.04,0.0,3,33612,买盘,000538
3924,2021-06-10,14:36:31,112.04,0.0,13,145652,买盘,000538
3925,2021-06-10,14:36:34,112.04,0.0,1,11204,卖盘,000538
3926,2021-06-10,14:36:36,112.04,0.0,4,44817,卖盘,000538
3927,2021-06-10,14:36:40,112.05,0.01,4,44820,买盘,000538
3928,2021-06-10,14:36:43,112.05,0.0,5,56021,买盘,000538
3929,2021-06-10,14:36:45,112.04,-0.01,2,22409,卖盘,000538
3930,2021-06-10,14:36:48,112.05,0.01,6,67227,买盘,000538
3931,2021-06-10,14:36:52,112.04,-0.01,54,605069,卖盘,000538
3932,2021-06-10,14:36:55,112.05,0.01,7,78435,买盘,000538
3933,2021-06-10,14:36:57,112.06,0.01,2,22412,买盘,000538
3934,2021-06-10,14:37:01,112.08,0.02,9,100856,买盘,000538
3935,2021-06-10,14:37:07,112.09,0.01,7,78447,买盘,000538
3936,2021-06-10,14:37:10,112.04,-0.05,46,515410,卖盘,000538
3937,2021-06-10,14:37:12,112.06,0.02,16,179296,买盘,000538
3938,2021-06-10,14:37:16,112.02,-0.04,19,212876,卖盘,000538
3939,2021-06-10,14:37:19,112.01,-0.01,28,313757,卖盘,000538
3940,2021-06-10,14:37:21,112.09,0.08,42,470778,买盘,000538
3941,2021-06-10,14:37:25,112.12,0.03,9,100902,买盘,000538
3942,2021-06-10,14:37:31,112.12,0.0,4,44839,买盘,000538
3943,2021-06-10,14:37:34,112.1,-0.02,2,22420,中性盘,000538
3944,2021-06-10,14:37:37,112.12,0.02,6,67270,买盘,000538
3945,2021-06-10,14:37:39,112.1,-0.02,14,156953,卖盘,000538
3946,2021-06-10,14:37:43,112.12,0.02,4,44847,买盘,000538
3947,2021-06-10,14:37:46,112.11,-0.01,8,89689,卖盘,000538
3948,2021-06-10,14:37:49,112.11,0.0,3,33633,卖盘,000538
3949,2021-06-10,14:37:51,112.16,0.05,4,44864,买盘,000538
3950,2021-06-10,14:37:55,112.16,0.0,5,56078,买盘,000538
3951,2021-06-10,14:37:57,112.16,0.0,4,44864,买盘,000538
3952,2021-06-10,14:38:00,112.11,-0.05,6,67269,卖盘,000538
3953,2021-06-10,14:38:05,112.16,0.05,13,145786,买盘,000538
3954,2021-06-10,14:38:06,112.11,-0.05,2,22423,卖盘,000538
3955,2021-06-10,14:38:10,112.16,0.05,133,1492797,买盘,000538
3956,2021-06-10,14:38:12,112.16,0.0,1,11216,卖盘,000538
3957,2021-06-10,14:38:16,112.12,-0.04,15,168220,卖盘,000538
3958,2021-06-10,14:38:21,112.12,0.0,18,201816,买盘,000538
3959,2021-06-10,14:38:24,112.12,0.0,8,89703,中性盘,000538
3960,2021-06-10,14:38:28,112.16,0.04,10,112124,买盘,000538
3961,2021-06-10,14:38:30,112.16,0.0,9,100925,中性盘,000538
3962,2021-06-10,14:38:34,112.16,0.0,2,22432,买盘,000538
3963,2021-06-10,14:38:36,112.25,0.09,51,572368,买盘,000538
3964,2021-06-10,14:38:40,112.16,-0.09,20,224478,卖盘,000538
3965,2021-06-10,14:38:42,112.13,-0.03,1,11213,卖盘,000538
3966,2021-06-10,14:38:46,112.16,0.03,6,67280,中性盘,000538
3967,2021-06-10,14:38:48,112.14,-0.02,1,11214,中性盘,000538
3968,2021-06-10,14:38:52,112.14,0.0,3,33642,买盘,000538
3969,2021-06-10,14:38:54,112.13,-0.01,8,89704,卖盘,000538
3970,2021-06-10,14:38:57,112.19,0.06,19,213089,买盘,000538
3971,2021-06-10,14:39:01,112.11,-0.08,41,459781,卖盘,000538
3972,2021-06-10,14:39:05,112.13,0.02,2,22426,买盘,000538
3973,2021-06-10,14:39:10,112.16,0.03,3,33648,中性盘,000538
3974,2021-06-10,14:39:12,112.13,-0.03,18,201838,卖盘,000538
3975,2021-06-10,14:39:16,112.13,0.0,29,325109,中性盘,000538
3976,2021-06-10,14:39:19,112.11,-0.02,9,100907,卖盘,000538
3977,2021-06-10,14:39:22,112.1,-0.01,8,89681,卖盘,000538
3978,2021-06-10,14:39:25,112.1,0.0,2,22422,卖盘,000538
3979,2021-06-10,14:39:28,112.11,0.01,9,100904,中性盘,000538
3980,2021-06-10,14:39:31,112.1,-0.01,8,89682,卖盘,000538
3981,2021-06-10,14:39:34,112.11,0.01,2,22422,买盘,000538
3982,2021-06-10,14:39:37,112.1,-0.01,52,583285,卖盘,000538
3983,2021-06-10,14:39:40,112.13,0.03,6,67278,中性盘,000538
3984,2021-06-10,14:39:43,112.16,0.03,1,11216,卖盘,000538
3985,2021-06-10,14:39:46,112.16,0.0,1,11216,中性盘,000538
3986,2021-06-10,14:39:49,112.2,0.04,8,89752,买盘,000538
3987,2021-06-10,14:39:52,112.24,0.04,2,22448,买盘,000538
3988,2021-06-10,14:39:58,112.2,-0.04,2,22442,卖盘,000538
3989,2021-06-10,14:40:00,112.2,0.0,9,100994,卖盘,000538
3990,2021-06-10,14:40:04,112.22,0.02,4,44892,买盘,000538
3991,2021-06-10,14:40:07,112.2,-0.02,4,44884,卖盘,000538
3992,2021-06-10,14:40:10,112.2,0.0,5,56104,卖盘,000538
3993,2021-06-10,14:40:12,112.24,0.04,9,101014,中性盘,000538
3994,2021-06-10,14:40:15,112.25,0.01,41,460116,买盘,000538
3995,2021-06-10,14:40:19,112.26,0.01,45,505137,买盘,000538
3996,2021-06-10,14:40:22,112.24,-0.02,6,67354,卖盘,000538
3997,2021-06-10,14:40:24,112.34,0.1,14,157228,买盘,000538
3998,2021-06-10,14:40:27,112.31,-0.03,1,11231,中性盘,000538
3999,2021-06-10,14:40:31,112.3,-0.01,9,101078,卖盘,000538
4000,2021-06-10,14:40:34,112.29,-0.01,17,190873,卖盘,000538
4001,2021-06-10,14:40:36,112.22,-0.07,2,22444,卖盘,000538
4002,2021-06-10,14:40:40,112.34,0.12,11,123530,买盘,000538
4003,2021-06-10,14:40:42,112.2,-0.14,1,11220,卖盘,000538
4004,2021-06-10,14:40:46,112.21,0.01,12,134662,卖盘,000538
4005,2021-06-10,14:40:52,112.33,0.12,6,67398,买盘,000538
4006,2021-06-10,14:41:01,112.3,-0.03,4,44920,卖盘,000538
4007,2021-06-10,14:41:07,112.29,-0.01,122,1370062,卖盘,000538
4008,2021-06-10,14:41:09,112.33,0.04,114,1280087,买盘,000538
4009,2021-06-10,14:41:13,112.33,0.0,11,123549,买盘,000538
4010,2021-06-10,14:41:16,112.22,-0.11,36,403953,中性盘,000538
4011,2021-06-10,14:41:18,112.22,0.0,11,123440,买盘,000538
4012,2021-06-10,14:41:22,112.35,0.13,57,640210,买盘,000538
4013,2021-06-10,14:41:24,112.33,-0.02,2,22466,中性盘,000538
4014,2021-06-10,14:41:31,112.3,-0.03,61,684534,中性盘,000538
4015,2021-06-10,14:41:34,112.3,0.0,16,179684,卖盘,000538
4016,2021-06-10,14:41:37,112.3,0.0,17,190910,卖盘,000538
4017,2021-06-10,14:41:40,112.25,-0.05,53,594939,卖盘,000538
4018,2021-06-10,14:41:45,112.25,0.0,4,44900,买盘,000538
4019,2021-06-10,14:41:49,112.35,0.1,49,550438,买盘,000538
4020,2021-06-10,14:41:51,112.35,0.0,3,33705,卖盘,000538
4021,2021-06-10,14:41:55,112.33,-0.02,2,22458,买盘,000538
4022,2021-06-10,14:41:57,112.33,0.0,1,11233,买盘,000538
4023,2021-06-10,14:42:01,112.33,0.0,6,67366,买盘,000538
4024,2021-06-10,14:42:04,112.33,0.0,4,44911,买盘,000538
4025,2021-06-10,14:42:07,112.32,-0.01,1,11232,买盘,000538
4026,2021-06-10,14:42:10,112.28,-0.04,4,44916,卖盘,000538
4027,2021-06-10,14:42:12,112.32,0.04,2,22464,中性盘,000538
4028,2021-06-10,14:42:16,112.34,0.02,62,696315,买盘,000538
4029,2021-06-10,14:42:19,112.33,-0.01,21,235873,买盘,000538
4030,2021-06-10,14:42:22,112.33,0.0,45,505470,卖盘,000538
4031,2021-06-10,14:42:25,112.35,0.02,99,1112129,买盘,000538
4032,2021-06-10,14:42:27,112.35,0.0,12,134822,卖盘,000538
4033,2021-06-10,14:42:31,112.31,-0.04,33,370742,卖盘,000538
4034,2021-06-10,14:42:33,112.35,0.04,2,22470,买盘,000538
4035,2021-06-10,14:42:37,112.35,0.0,24,269643,买盘,000538
4036,2021-06-10,14:42:40,112.35,0.0,1,11235,卖盘,000538
4037,2021-06-10,14:42:43,112.34,-0.01,29,325814,卖盘,000538
4038,2021-06-10,14:42:46,112.34,0.0,7,78638,卖盘,000538
4039,2021-06-10,14:42:49,112.31,-0.03,31,348225,卖盘,000538
4040,2021-06-10,14:42:51,112.35,0.04,31,348246,买盘,000538
4041,2021-06-10,14:42:55,112.35,0.0,3,33705,卖盘,000538
4042,2021-06-10,14:42:58,112.36,0.01,26,292126,买盘,000538
4043,2021-06-10,14:43:00,112.35,-0.01,68,764032,卖盘,000538
4044,2021-06-10,14:43:04,112.36,0.01,56,629183,买盘,000538
4045,2021-06-10,14:43:07,112.35,-0.01,5,56175,买盘,000538
4046,2021-06-10,14:43:10,112.36,0.01,21,235942,买盘,000538
4047,2021-06-10,14:43:12,112.35,-0.01,2,22471,卖盘,000538
4048,2021-06-10,14:43:15,112.35,0.0,2,22470,卖盘,000538
4049,2021-06-10,14:43:18,112.37,0.02,19,213485,买盘,000538
4050,2021-06-10,14:43:22,112.36,-0.01,9,101119,买盘,000538
4051,2021-06-10,14:43:25,112.37,0.01,5,56181,买盘,000538
4052,2021-06-10,14:43:27,112.38,0.01,77,865291,买盘,000538
4053,2021-06-10,14:43:31,112.37,-0.01,46,516902,中性盘,000538
4054,2021-06-10,14:43:33,112.38,0.01,13,146087,买盘,000538
4055,2021-06-10,14:43:37,112.38,0.0,23,258460,买盘,000538
4056,2021-06-10,14:43:40,112.39,0.01,30,337167,买盘,000538
4057,2021-06-10,14:43:42,112.38,-0.01,47,528219,卖盘,000538
4058,2021-06-10,14:43:46,112.4,0.02,8,89920,买盘,000538
4059,2021-06-10,14:43:49,112.39,-0.01,27,303478,中性盘,000538
4060,2021-06-10,14:43:52,112.4,0.01,22,247269,买盘,000538
4061,2021-06-10,14:43:55,112.4,0.0,18,202320,卖盘,000538
4062,2021-06-10,14:43:58,112.41,0.01,14,157371,买盘,000538
4063,2021-06-10,14:44:00,112.46,0.05,35,393499,买盘,000538
4064,2021-06-10,14:44:04,112.48,0.02,13,146224,买盘,000538
4065,2021-06-10,14:44:06,112.48,0.0,13,146235,卖盘,000538
4066,2021-06-10,14:44:10,112.5,0.02,24,269970,买盘,000538
4067,2021-06-10,14:44:12,112.5,0.0,8,90000,买盘,000538
4068,2021-06-10,14:44:16,112.5,0.0,14,157495,买盘,000538
4069,2021-06-10,14:44:18,112.5,0.0,31,348745,买盘,000538
4070,2021-06-10,14:44:22,112.51,0.01,25,281234,买盘,000538
4071,2021-06-10,14:44:24,112.51,0.0,4,45002,买盘,000538
4072,2021-06-10,14:44:31,112.5,-0.01,29,326261,卖盘,000538
4073,2021-06-10,14:44:34,112.52,0.02,62,697576,买盘,000538
4074,2021-06-10,14:44:36,112.51,-0.01,16,180031,卖盘,000538
4075,2021-06-10,14:44:40,112.5,-0.01,35,393750,卖盘,000538
4076,2021-06-10,14:44:42,112.5,0.0,42,472470,卖盘,000538
4077,2021-06-10,14:44:46,112.4,-0.1,53,595947,卖盘,000538
4078,2021-06-10,14:44:49,112.5,0.1,45,505976,买盘,000538
4079,2021-06-10,14:44:55,112.47,-0.03,1,11247,买盘,000538
4080,2021-06-10,14:44:57,112.45,-0.02,14,163090,卖盘,000538
4081,2021-06-10,14:45:01,112.49,0.04,41,460954,买盘,000538
4082,2021-06-10,14:45:05,112.48,-0.01,6,67476,中性盘,000538
4083,2021-06-10,14:45:06,112.47,-0.01,7,78729,卖盘,000538
4084,2021-06-10,14:45:10,112.47,0.0,14,152843,买盘,000538
4085,2021-06-10,14:45:12,112.47,0.0,5,56233,买盘,000538
4086,2021-06-10,14:45:16,112.41,-0.06,14,157442,卖盘,000538
4087,2021-06-10,14:45:19,112.46,0.05,6,67472,买盘,000538
4088,2021-06-10,14:45:21,112.47,0.01,38,427275,买盘,000538
4089,2021-06-10,14:45:25,112.44,-0.03,1,11244,中性盘,000538
4090,2021-06-10,14:45:28,112.38,-0.06,40,449602,卖盘,000538
4091,2021-06-10,14:45:30,112.44,0.06,43,483300,买盘,000538
4092,2021-06-10,14:45:33,112.44,0.0,4,44976,买盘,000538
4093,2021-06-10,14:45:37,112.43,-0.01,21,236052,中性盘,000538
4094,2021-06-10,14:45:40,112.43,0.0,6,67443,买盘,000538
4095,2021-06-10,14:45:42,112.42,-0.01,15,168629,买盘,000538
4096,2021-06-10,14:45:45,112.43,0.01,10,112422,买盘,000538
4097,2021-06-10,14:45:49,112.39,-0.04,57,640593,卖盘,000538
4098,2021-06-10,14:45:52,112.39,0.0,8,89908,卖盘,000538
4099,2021-06-10,14:45:54,112.36,-0.03,46,516871,卖盘,000538
4100,2021-06-10,14:45:58,112.34,-0.02,67,752707,卖盘,000538
4101,2021-06-10,14:46:01,112.34,0.0,5,56172,中性盘,000538
4102,2021-06-10,14:46:04,112.34,0.0,1,11234,买盘,000538
4103,2021-06-10,14:46:07,112.32,-0.02,4,44934,卖盘,000538
4104,2021-06-10,14:46:10,112.31,-0.01,9,101085,卖盘,000538
4105,2021-06-10,14:46:16,112.28,-0.03,17,190895,卖盘,000538
4106,2021-06-10,14:46:19,112.29,0.01,37,415441,买盘,000538
4107,2021-06-10,14:46:22,112.25,-0.04,53,595065,卖盘,000538
4108,2021-06-10,14:46:24,112.28,0.03,19,213292,买盘,000538
4109,2021-06-10,14:46:28,112.3,0.02,33,370578,买盘,000538
4110,2021-06-10,14:46:31,112.3,0.0,7,78610,卖盘,000538
4111,2021-06-10,14:46:34,112.3,0.0,11,123533,卖盘,000538
4112,2021-06-10,14:46:36,112.3,0.0,12,134763,卖盘,000538
4113,2021-06-10,14:46:40,112.29,-0.01,8,89843,卖盘,000538
4114,2021-06-10,14:46:42,112.28,-0.01,8,89829,卖盘,000538
4115,2021-06-10,14:46:46,112.3,0.02,3,33688,买盘,000538
4116,2021-06-10,14:46:48,112.31,0.01,13,145976,买盘,000538
4117,2021-06-10,14:46:52,112.35,0.04,26,291982,买盘,000538
4118,2021-06-10,14:46:54,112.25,-0.1,8,89853,卖盘,000538
4119,2021-06-10,14:46:58,112.35,0.1,20,224557,买盘,000538
4120,2021-06-10,14:47:00,112.35,0.0,13,146016,买盘,000538
4121,2021-06-10,14:47:04,112.35,0.0,12,134748,买盘,000538
4122,2021-06-10,14:47:06,112.29,-0.06,3,33689,中性盘,000538
4123,2021-06-10,14:47:09,112.35,0.06,9,101113,买盘,000538
4124,2021-06-10,14:47:13,112.33,-0.02,7,78631,中性盘,000538
4125,2021-06-10,14:47:16,112.3,-0.03,4,44931,卖盘,000538
4126,2021-06-10,14:47:19,112.26,-0.04,16,179694,卖盘,000538
4127,2021-06-10,14:47:22,112.3,0.04,7,78590,中性盘,000538
4128,2021-06-10,14:47:24,112.3,0.0,43,482890,卖盘,000538
4129,2021-06-10,14:47:28,112.33,0.03,8,89846,买盘,000538
4130,2021-06-10,14:47:31,112.33,0.0,10,112333,买盘,000538
4131,2021-06-10,14:47:33,112.33,0.0,15,168507,卖盘,000538
4132,2021-06-10,14:47:37,112.35,0.02,6,67406,买盘,000538
4133,2021-06-10,14:47:40,112.33,-0.02,9,101103,卖盘,000538
4134,2021-06-10,14:47:43,112.33,0.0,6,67404,卖盘,000538
4135,2021-06-10,14:47:45,112.36,0.03,37,415699,买盘,000538
4136,2021-06-10,14:47:49,112.35,-0.01,36,404460,卖盘,000538
4137,2021-06-10,14:47:52,112.33,-0.02,56,629168,卖盘,000538
4138,2021-06-10,14:47:58,112.33,0.0,15,168524,卖盘,000538
4139,2021-06-10,14:48:01,112.33,0.0,9,101096,卖盘,000538
4140,2021-06-10,14:48:05,112.35,0.02,7,78638,买盘,000538
4141,2021-06-10,14:48:07,112.38,0.03,6,67404,买盘,000538
4142,2021-06-10,14:48:10,112.33,-0.05,4,44932,卖盘,000538
4143,2021-06-10,14:48:13,112.33,0.0,7,78634,卖盘,000538
4144,2021-06-10,14:48:16,112.37,0.04,1,11237,买盘,000538
4145,2021-06-10,14:48:19,112.37,0.0,24,269706,买盘,000538
4146,2021-06-10,14:48:22,112.34,-0.03,2,22471,卖盘,000538
4147,2021-06-10,14:48:25,112.37,0.03,38,426914,卖盘,000538
4148,2021-06-10,14:48:27,112.4,0.03,52,584460,买盘,000538
4149,2021-06-10,14:48:31,112.4,0.0,15,168618,卖盘,000538
4150,2021-06-10,14:48:34,112.39,-0.01,1,11239,中性盘,000538
4151,2021-06-10,14:48:36,112.42,0.03,3,33726,买盘,000538
4152,2021-06-10,14:48:39,112.4,-0.02,11,123652,买盘,000538
4153,2021-06-10,14:48:43,112.43,0.03,2,22485,买盘,000538
4154,2021-06-10,14:48:45,112.42,-0.01,6,67452,买盘,000538
4155,2021-06-10,14:48:49,112.43,0.01,5,56214,买盘,000538
4156,2021-06-10,14:48:51,112.43,0.0,18,202372,买盘,000538
4157,2021-06-10,14:48:55,112.43,0.0,14,157401,买盘,000538
4158,2021-06-10,14:48:58,112.44,0.01,25,281080,买盘,000538
4159,2021-06-10,14:49:00,112.43,-0.01,5,56216,中性盘,000538
4160,2021-06-10,14:49:04,112.42,-0.01,11,123672,卖盘,000538
4161,2021-06-10,14:49:07,112.43,0.01,47,528432,买盘,000538
4162,2021-06-10,14:49:09,112.45,0.02,19,213636,买盘,000538
4163,2021-06-10,14:49:13,112.5,0.05,113,1271047,买盘,000538
4164,2021-06-10,14:49:16,112.46,-0.04,8,89984,中性盘,000538
4165,2021-06-10,14:49:18,112.49,0.03,6,67491,买盘,000538
4166,2021-06-10,14:49:22,112.47,-0.02,31,348645,卖盘,000538
4167,2021-06-10,14:49:25,112.49,0.02,11,123728,买盘,000538
4168,2021-06-10,14:49:27,112.49,0.0,10,112490,买盘,000538
4169,2021-06-10,14:49:31,112.47,-0.02,4,44992,卖盘,000538
4170,2021-06-10,14:49:34,112.48,0.01,13,146212,中性盘,000538
4171,2021-06-10,14:49:37,112.49,0.01,23,258717,买盘,000538
4172,2021-06-10,14:49:40,112.47,-0.02,55,618656,买盘,000538
4173,2021-06-10,14:49:43,112.47,0.0,27,303671,卖盘,000538
4174,2021-06-10,14:49:45,112.49,0.02,31,348713,买盘,000538
4175,2021-06-10,14:49:49,112.48,-0.01,11,123728,买盘,000538
4176,2021-06-10,14:49:52,112.49,0.01,30,337441,买盘,000538
4177,2021-06-10,14:49:55,112.48,-0.01,16,179970,中性盘,000538
4178,2021-06-10,14:49:57,112.49,0.01,6,67494,买盘,000538
4179,2021-06-10,14:50:01,112.49,0.0,19,213717,卖盘,000538
4180,2021-06-10,14:50:04,112.49,0.0,9,101240,买盘,000538
4181,2021-06-10,14:50:07,112.5,0.01,15,168737,买盘,000538
4182,2021-06-10,14:50:09,112.49,-0.01,17,191239,卖盘,000538
4183,2021-06-10,14:50:13,112.49,0.0,28,314978,卖盘,000538
4184,2021-06-10,14:50:16,112.5,0.01,24,269979,买盘,000538
4185,2021-06-10,14:50:19,112.5,0.0,18,202487,买盘,000538
4186,2021-06-10,14:50:22,112.5,0.0,14,157496,买盘,000538
4187,2021-06-10,14:50:25,112.5,0.0,28,315000,买盘,000538
4188,2021-06-10,14:50:28,112.5,0.0,51,573743,买盘,000538
4189,2021-06-10,14:50:31,112.5,0.0,13,146253,卖盘,000538
4190,2021-06-10,14:50:33,112.49,-0.01,36,404998,卖盘,000538
4191,2021-06-10,14:50:36,112.51,0.02,26,292502,买盘,000538
4192,2021-06-10,14:50:40,112.51,0.0,30,337520,买盘,000538
4193,2021-06-10,14:50:43,112.5,-0.01,13,146264,卖盘,000538
4194,2021-06-10,14:50:45,112.52,0.02,9,101259,买盘,000538
4195,2021-06-10,14:50:48,112.51,-0.01,5,56255,卖盘,000538
4196,2021-06-10,14:50:52,112.54,0.03,69,776462,买盘,000538
4197,2021-06-10,14:50:54,112.54,0.0,11,123802,卖盘,000538
4198,2021-06-10,14:50:57,112.57,0.03,29,326392,买盘,000538
4199,2021-06-10,14:51:01,112.55,-0.02,11,123831,卖盘,000538
4200,2021-06-10,14:51:04,112.52,-0.03,40,450191,卖盘,000538
4201,2021-06-10,14:51:07,112.55,0.03,16,180112,买盘,000538
4202,2021-06-10,14:51:10,112.55,0.0,1,11255,卖盘,000538
4203,2021-06-10,14:51:13,112.54,-0.01,18,202552,卖盘,000538
4204,2021-06-10,14:51:16,112.55,0.01,18,202588,买盘,000538
4205,2021-06-10,14:51:19,112.56,0.01,5,56275,买盘,000538
4206,2021-06-10,14:51:21,112.54,-0.02,11,123799,卖盘,000538
4207,2021-06-10,14:51:25,112.55,0.01,22,247615,买盘,000538
4208,2021-06-10,14:51:27,112.56,0.01,10,112555,买盘,000538
4209,2021-06-10,14:51:31,112.52,-0.04,6,67524,卖盘,000538
4210,2021-06-10,14:51:34,112.55,0.03,2,22510,买盘,000538
4211,2021-06-10,14:51:36,112.55,0.0,62,697794,买盘,000538
4212,2021-06-10,14:51:40,112.56,0.01,10,112556,买盘,000538
4213,2021-06-10,14:51:42,112.55,-0.01,7,78787,卖盘,000538
4214,2021-06-10,14:51:46,112.56,0.01,39,438964,买盘,000538
4215,2021-06-10,14:51:48,112.56,0.0,29,326421,卖盘,000538
4216,2021-06-10,14:51:52,112.56,0.0,19,213880,卖盘,000538
4217,2021-06-10,14:51:54,112.56,0.0,22,247645,中性盘,000538
4218,2021-06-10,14:51:58,112.55,-0.01,67,754149,卖盘,000538
4219,2021-06-10,14:52:00,112.58,0.03,23,258921,买盘,000538
4220,2021-06-10,14:52:04,112.56,-0.02,9,101302,卖盘,000538
4221,2021-06-10,14:52:06,112.52,-0.04,39,438874,卖盘,000538
4222,2021-06-10,14:52:10,112.54,0.02,77,866327,买盘,000538
4223,2021-06-10,14:52:13,112.5,-0.04,261,2936332,卖盘,000538
4224,2021-06-10,14:52:16,112.52,0.02,63,708614,买盘,000538
4225,2021-06-10,14:52:19,112.51,-0.01,27,303694,中性盘,000538
4226,2021-06-10,14:52:22,112.42,-0.09,39,438542,卖盘,000538
4227,2021-06-10,14:52:25,112.51,0.09,47,528408,买盘,000538
4228,2021-06-10,14:52:28,112.51,0.0,33,371293,卖盘,000538
4229,2021-06-10,14:52:30,112.5,-0.01,6,67500,中性盘,000538
4230,2021-06-10,14:52:34,112.43,-0.07,2,22491,卖盘,000538
4231,2021-06-10,14:52:36,112.43,0.0,158,1776418,卖盘,000538
4232,2021-06-10,14:52:40,112.43,0.0,17,191135,卖盘,000538
4233,2021-06-10,14:52:43,112.48,0.05,54,607201,买盘,000538
4234,2021-06-10,14:52:46,112.47,-0.01,33,371161,卖盘,000538
4235,2021-06-10,14:52:49,112.48,0.01,24,269938,买盘,000538
4236,2021-06-10,14:52:51,112.48,0.0,34,382432,卖盘,000538
4237,2021-06-10,14:52:55,112.5,0.02,35,393703,买盘,000538
4238,2021-06-10,14:52:57,112.5,0.0,3,33749,买盘,000538
4239,2021-06-10,14:53:01,112.49,-0.01,6,67494,卖盘,000538
4240,2021-06-10,14:53:04,112.48,-0.01,158,1777195,卖盘,000538
4241,2021-06-10,14:53:06,112.49,0.01,151,1698426,买盘,000538
4242,2021-06-10,14:53:09,112.48,-0.01,21,236174,中性盘,000538
4243,2021-06-10,14:53:13,112.48,0.0,46,517453,买盘,000538
4244,2021-06-10,14:53:16,112.46,-0.02,23,258692,中性盘,000538
4245,2021-06-10,14:53:19,112.43,-0.03,2,22491,卖盘,000538
4246,2021-06-10,14:53:21,112.48,0.05,9,101213,买盘,000538
4247,2021-06-10,14:53:25,112.49,0.01,12,134976,买盘,000538
4248,2021-06-10,14:53:28,112.49,0.0,4,44996,买盘,000538
4249,2021-06-10,14:53:31,112.48,-0.01,17,191223,卖盘,000538
4250,2021-06-10,14:53:33,112.48,0.0,73,821112,卖盘,000538
4251,2021-06-10,14:53:37,112.49,0.01,22,247478,买盘,000538
4252,2021-06-10,14:53:40,112.49,0.0,15,168738,卖盘,000538
4253,2021-06-10,14:53:43,112.49,0.0,5,56245,卖盘,000538
4254,2021-06-10,14:53:45,112.5,0.01,33,371212,买盘,000538
4255,2021-06-10,14:53:48,112.49,-0.01,31,348744,卖盘,000538
4256,2021-06-10,14:53:52,112.5,0.01,30,337491,买盘,000538
4257,2021-06-10,14:53:55,112.5,0.0,9,101250,卖盘,000538
4258,2021-06-10,14:53:58,112.51,0.01,12,135005,买盘,000538
4259,2021-06-10,14:54:01,112.5,-0.01,11,123753,买盘,000538
4260,2021-06-10,14:54:04,112.5,0.0,14,157507,买盘,000538
4261,2021-06-10,14:54:07,112.51,0.01,8,90006,买盘,000538
4262,2021-06-10,14:54:13,112.5,-0.01,14,157511,卖盘,000538
