,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600423,柳化股份,215.12,10.3,-1.397,40.6863,0.1018,394.6887,0.9883
1,600306,*ST商城,71.97,71.48,17.303,171.9346,0.9651,240.508,1.3501
2,000717,韶钢松山,26.83,3.19,6.2247,168.1588,0.0695,5268.7636,2.1776
3,600133,东湖高新,26.81,55.22,11.6396,686.8356,1.0828,1243.7266,1.9609
4,002893,华通热力,25.83,21.81,32.2225,112.738,1.2526,516.6846,5.7409
5,600354,敦煌种业,23.4,302.21,25.0654,273.7035,0.5185,90.5655,0.1715
6,600225,*ST松江,22.84,146.43,24.9719,423.3024,0.4524,289.0652,0.3089
7,600230,沧州大化,21.94,39.66,55.6318,424.8125,1.444,1070.923,3.6402
8,600338,西藏珠峰,20.28,53.09,70.414,305.8753,0.4684,576.0689,0.8821
9,000036,华联控股,18.32,42.51,71.4131,758.4114,0.6643,1783.7509,1.5625
10,300288,朗玛信息,18.3,85.96,26.9264,240.8041,0.7125,280.1342,0.8289
11,001210,金房节能,17.81,23.94,32.0841,71.3577,,297.9924,
12,600291,*ST西水,17.53,22.32,26.3018,2117.8868,1.9375,9488.7197,8.6808
13,000505,京粮控股,17.44,5.48,26.3391,13.7571,0.0322,250.7017,0.5874
14,000526,学大教育,16.87,1.29,28.5887,9.1549,0.0951,708.2125,7.3622
15,600633,浙数文化,16.31,192.98,43.5107,1259.7513,0.9676,652.7781,0.5013
16,600167,联美控股,15.4,43.16,60.232,451.5746,0.6639,1046.1494,1.5381
17,002207,准油股份,15.38,300.95,-47.6736,62.6184,0.2618,20.8069,0.0869
18,600303,曙光股份,13.75,50.53,16.5198,446.8228,0.6613,884.1097,1.3086
19,600393,ST粤泰,13.13,28.34,44.0938,725.1229,0.5718,2558.627,2.0176
20,002027,分众传媒,12.2,45.72,67.5988,1106.7614,0.1266,2420.4147,0.277
21,603165,荣晟环保,12.03,19.96,28.6107,95.293,0.7522,477.2464,3.7673
