,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600751,海航科技,38.73,10.58,17.7511,45.6669,0.0926,431.2475,0.8753
1,600617,国新能源,34.25,5.1,10.5381,6.1591,0.0368,120.7168,0.722
2,600615,*ST丰华,25.49,115.62,28.739,69.6148,0.4628,60.209,0.4002
3,000039,中集集团,22.74,11.31,18.334,2051.0151,1.0168,18127.4827,8.9874
4,600309,万华化学,22.04,20.27,40.2741,328.2972,0.3868,1619.4652,1.9083
5,000066,中国长城,21.98,39.08,7.5752,395.5513,0.8627,1011.9604,2.2071
6,600022,山东钢铁,19.66,5.97,14.6698,727.2493,0.7736,12173.6725,12.9507
7,000792,盐湖股份,19.3,34.84,71.5525,271.0592,0.3531,777.9473,1.0135
8,600428,中远海特,19.2,21.37,38.0807,396.2264,0.6047,1853.8504,2.8294
9,001872,招商港口,18.77,38.05,71.2804,355.6479,0.717,934.5914,1.8843
10,600792,云煤能源,17.88,13.32,30.8811,40.7164,0.3548,305.5493,2.6627
11,600875,东方电气,17.55,22.32,34.0979,262.6708,0.5837,1176.3541,2.6141
12,000951,中国重汽,16.91,2.25,7.8667,79.5959,0.3134,3529.2014,13.8958
13,600026,中远海能,16.73,37.42,47.0209,1607.5566,0.4833,4295.7158,1.2915
14,000538,云南白药,16.33,10.12,29.1385,114.767,0.3959,1133.0763,3.9088
15,600500,中化国际,16.1,5.41,10.036,456.7686,0.3631,8430.3288,6.703
16,600858,银座股份,16.0,3.38,15.7345,26.3855,0.2174,779.7067,6.4254
17,600616,金枫酒业,15.56,3.91,17.2773,81.7743,0.2684,2089.8059,6.86
18,000572,海马汽车,15.32,2.15,6.2965,40.0555,0.1855,1856.757,8.6002
19,600636,国新文化,15.07,8.67,21.4231,96.0685,0.3956,1107.1367,4.5595
20,600817,宇通重工,15.0,1.24,4.3992,32.7234,0.3304,2630.4051,26.5639
21,000933,神火股份,14.92,33.04,58.035,251.9385,1.0077,762.4475,3.0497
22,000617,中油资本,14.78,14.32,24.8163,59.0132,0.3546,411.9982,2.4759
23,600123,兰花科创,14.63,26.78,52.925,207.4148,0.5586,774.4984,2.0861
24,600096,云天化,14.61,25.13,42.1734,331.5908,0.6391,1319.2879,2.5431
25,600362,江西铜业,14.57,14.22,25.1984,982.5668,0.3688,6907.6693,2.5929
26,600320,振华重工,14.44,9.79,12.5267,568.1742,0.553,5800.4046,5.6463
27,600331,宏达股份,14.31,11.24,33.1579,137.4101,0.3303,1222.3645,2.9383
28,600596,新安股份,14.08,8.47,30.7715,98.5141,0.4321,1162.5683,5.0992
29,002025,航天电器,13.9,35.98,64.7622,47.3412,0.4931,131.5663,1.3704
30,600508,上海能源,13.65,14.04,36.2235,262.7422,0.6543,1871.0274,4.6599
31,600886,国投电力,13.58,13.38,36.1607,203.0138,0.3602,1517.2141,2.6925
32,000731,四川美丰,13.26,22.81,31.8532,136.0385,0.5537,596.3733,2.4275
33,000912,泸天化,13.24,12.72,31.2118,248.6774,0.425,1953.6758,3.3396
34,601857,中国石油,13.24,24.64,33.8775,62221.0,0.3475,252489.0,1.4103
35,002024,苏宁易购,13.01,1.73,8.8785,122.9585,0.6599,7096.5161,38.0877
36,001696,宗申动力,13.01,4.68,11.41,35.5869,0.2,760.2567,4.2729
37,600619,海立股份,12.93,6.94,18.3705,175.0167,0.3832,2518.8987,5.5163
38,000937,冀中能源,12.88,22.11,49.2297,361.5743,0.4616,1635.0828,2.0876
39,600227,圣济堂,12.84,19.76,35.4341,126.3415,0.7431,639.2785,3.7604
40,000552,靖远煤电,12.84,28.43,12.5741,9.2073,0.0517,32.3758,0.182
41,600010,包钢股份,12.84,7.11,9.3201,724.9883,0.5799,10193.1955,8.1545
42,002041,登海种业,12.67,30.57,47.6321,85.2811,0.9691,278.9456,3.1698
43,600418,江淮汽车,12.52,5.41,19.6252,253.3566,0.5293,4681.1039,9.7807
44,600348,华阳股份,12.28,8.89,23.7886,290.4556,0.6038,3266.4892,6.791
45,600246,万通发展,12.12,6.74,28.8023,50.5699,0.5496,749.7052,8.1489
46,000983,山西焦煤,12.0,18.98,40.7386,490.7379,0.4048,2584.6888,2.1325
47,000002,万科A,11.94,18.34,40.4842,795.0526,0.2462,4334.2282,1.3425
48,600971,恒源煤电,11.92,19.02,40.6776,107.1127,0.5685,563.0369,2.9885
49,600231,凌钢股份,11.86,8.98,15.5344,283.1409,0.5404,3149.9373,6.0124
50,600583,海油工程,11.8,13.46,19.0197,235.9433,0.5958,1751.7184,4.4235
51,000960,锡业股份,11.76,10.5,23.0356,189.7365,0.3534,1805.621,3.3633
52,600408,ST安泰,11.74,10.34,29.7536,111.9482,0.2863,1082.1621,2.7676
53,000898,鞍钢股份,11.67,8.6,15.1291,1222.2,0.4124,14203.638,4.7936
54,600808,马钢股份,11.6,12.62,18.7197,2103.3096,0.3258,16663.8772,2.5814
55,600844,丹化科技,11.24,109.22,6.496,8.1048,0.0266,7.4205,0.0243
56,000683,远兴能源,11.17,6.06,38.0268,33.1529,0.0706,546.611,1.1654
57,600067,冠城大通,11.17,5.06,15.0393,54.8393,0.2039,1083.1622,4.0291
58,600837,海通证券,11.05,50.4,18.128,60.2978,0.2187,119.6201,0.434
59,600675,中华企业,11.04,21.97,44.2513,198.3523,0.2843,902.6835,1.2942
60,000651,格力电器,10.72,2.89,18.2346,268.2872,0.4996,9256.1076,17.2386
61,600307,酒钢宏兴,10.56,6.87,13.5511,388.1657,0.5331,5649.6821,7.7605
62,000926,福星股份,10.53,9.37,25.067,111.6194,0.4185,1191.1019,4.4661
63,000157,中联重科,10.51,9.76,25.164,166.5621,0.3285,1704.8884,3.3626
64,000726,鲁泰A,10.48,15.29,32.2435,166.8751,0.395,1091.1529,2.583
65,600533,栖霞建设,10.47,9.47,26.4926,64.0856,0.3051,676.6582,3.2221
66,600521,华海药业,10.39,40.02,59.0882,84.7569,0.3622,211.7852,0.905
67,600019,宝钢股份,10.37,14.54,28.8639,7145.2727,0.408,49115.1448,2.8046
68,600469,风神股份,10.36,4.62,21.172,81.0591,0.3178,1753.2647,6.8755
69,600519,贵州茅台,10.33,28.51,82.5561,480.7869,1.2225,1686.1443,4.2877
70,600660,福耀玻璃,10.24,16.56,33.2671,206.4159,0.2061,1245.8375,1.2439
71,600188,兖州煤业,10.21,24.81,58.6878,1656.6231,0.5389,6676.6449,2.1719
72,600058,五矿发展,10.14,0.84,4.8933,293.6883,0.3551,34911.2538,42.2157
73,600415,小商品城,10.12,15.06,39.2405,88.4644,0.7078,587.3643,4.7
74,000825,太钢不锈,10.05,4.03,7.7769,517.2294,0.4005,12831.7376,9.9362
75,000761,本钢板材,10.02,4.74,8.181,521.2481,0.4588,10992.6346,9.6766
76,000635,英力特,10.01,9.15,24.3807,18.1947,0.1323,198.6597,1.445
77,000778,新兴铸管,9.93,6.3,18.427,311.0503,0.5004,4935.75,7.9418
78,000069,华侨城A,9.88,80.1,49.8304,236.2934,0.2126,294.985,0.2654
79,600475,华光环能,9.85,6.21,17.1666,61.1136,0.3819,983.7462,6.1484
80,000895,双汇发展,9.8,2.63,10.7065,155.8727,0.3035,5915.3491,11.5184
81,600686,金龙汽车,9.75,2.04,13.6807,47.5097,0.3135,2318.301,15.3005
82,000550,江铃汽车,9.7,8.28,19.8105,256.0661,0.2966,3090.2815,3.5799
83,600176,中国巨石,9.64,8.92,32.7545,65.0489,0.1521,728.7025,1.7049
84,600036,招商银行,9.58,18.82,64.0931,2134.818,0.2078,11338.363,1.1037
85,600809,山西汾酒,9.56,16.31,72.4022,86.1393,0.1989,527.8772,1.2193
86,600749,西藏旅游,9.53,8.95,20.3412,9.7513,0.1218,108.8994,1.3612
87,000608,阳光股份,9.48,12.14,38.0044,69.241,0.237,569.96,1.9516
88,000060,中金岭南,9.45,6.26,28.5008,121.1712,0.2804,1934.6034,4.4782
89,600823,世茂股份,9.38,12.76,37.3787,77.2905,0.2179,605.7088,1.7078
90,600880,博瑞传播,9.23,14.81,46.5753,37.3626,0.205,252.2182,1.3838
91,600182,SST佳通,9.23,3.19,17.4044,30.6546,0.0901,960.4405,2.8248
92,600426,华鲁恒升,9.17,11.43,20.4271,75.6128,0.3018,661.0697,2.639
93,600016,民生银行,9.17,11.28,21.7264,1268.009,0.2037,11240.854,1.8066
94,000968,蓝焰控股,9.16,10.1,23.6547,127.1672,0.3217,1258.6719,3.1849
95,000970,中科三环,9.14,10.25,29.1773,71.2599,0.1403,695.0545,1.3692
96,600028,中国石化,9.13,5.02,18.3904,18044.0,0.1281,359248.0,4.1434
97,000088,盐田港,9.1,90.01,46.1528,272.3707,0.2187,302.567,0.243
98,600282,南钢股份,9.09,3.93,8.9811,314.0831,0.3355,7976.2642,8.5216
99,600997,开滦股份,9.07,15.1,36.0275,183.0658,0.3751,1212.2318,2.484
100,600062,华润双鹤,9.01,6.48,26.7253,152.5774,0.3459,2352.1054,5.3326
101,600549,厦门钨业,9.0,5.2,19.8947,66.0352,0.2751,1268.7292,5.2863
102,600420,国药现代,9.0,12.67,41.2172,36.8452,0.2817,290.6997,2.2226
103,000416,民生控股,8.88,27.5,65.6392,57.8421,0.1416,210.2922,0.5151
