,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600657,信达地产,36.29,23.44,9.4802,120.2771,0.395,513.0633,1.6853
1,600497,驰宏锌锗,36.01,19.74,34.1951,360.8989,2.2556,1828.222,11.4263
2,000166,申万宏源,29.63,642.59,-374.5701,764.9346,0.1139,119.0391,0.0177
3,600645,中源协和,29.44,14.61,35.0585,28.5286,0.1141,195.1747,0.7806
4,002106,莱宝高科,28.05,38.54,56.131,98.4577,0.6725,255.4478,1.7448
5,002069,獐子岛,27.37,28.98,55.7734,81.1589,0.957,280.0291,3.3022
6,002097,山河智能,24.45,12.94,27.7112,39.3011,0.3954,303.6947,3.056
7,601168,西部矿业,24.27,19.73,35.9947,553.3786,1.7266,2804.1958,8.7494
8,000950,重药控股,24.13,9.54,37.5362,54.4772,0.3514,570.5329,3.6808
9,601699,潞安环能,24.07,13.35,37.7558,400.3079,0.8717,2997.3845,6.5275
10,601377,兴业证券,23.57,49.05,44.1605,154.1327,0.1697,314.1973,0.346
11,002084,海鸥住工,23.2,8.86,21.3122,57.7482,0.4373,651.3005,4.9322
12,601666,平煤股份,23.09,13.55,29.9492,517.7262,0.7346,3818.047,5.4178
13,000060,中金岭南,22.62,19.76,38.2119,408.1163,0.6747,2065.2351,3.4147
14,600958,东方证券,22.54,56.06,65.0108,550.7433,0.2573,982.2482,0.459
15,000792,盐湖股份,22.33,30.91,72.4447,363.8642,0.474,1176.9885,1.5334
16,600844,丹化科技,21.51,353.81,13.69,16.1064,0.0528,4.5522,0.0149
17,002736,国信证券,20.76,65.61,56.6011,549.2669,0.2746,837.1361,0.4185
18,600362,江西铜业,20.55,19.76,40.1776,2056.629,0.7103,10404.6505,3.5939
19,000690,宝新能源,19.72,24.54,38.0037,126.5281,0.4611,515.3967,1.8785
20,600999,招商证券,19.7,46.79,53.3281,425.0898,0.1771,908.321,0.3784
21,600961,株冶集团,19.61,5.02,11.4689,208.3991,0.4875,4149.7197,9.7079
22,601211,国泰君安,19.46,41.25,40.7795,702.0398,0.1493,1701.6142,0.362
23,600048,保利发展,19.0,15.62,38.2253,222.7912,0.5569,1425.6483,3.5641
24,600456,宝钛股份,18.96,19.87,27.2346,168.5129,0.8422,847.9429,4.238
25,000766,通化金马,18.74,14.85,56.2302,10.48,0.0233,70.5545,0.1571
26,600875,东方电气,18.66,18.61,28.4692,374.7458,0.3327,2012.9656,4.4732
27,600331,宏达股份,18.46,11.19,38.3328,220.9417,0.5311,1974.3709,4.746
28,600533,栖霞建设,17.7,13.16,32.6207,127.1491,0.6054,965.728,4.5987
29,000552,靖远煤电,17.14,20.34,37.3779,28.1743,0.1583,138.4806,0.7785
30,601688,华泰证券,16.96,72.8,62.1883,527.8024,0.2399,724.9916,0.3295
31,002090,金智科技,16.83,15.87,34.5456,23.4177,0.4591,147.5543,2.8932
32,000708,中信特钢,16.63,8.59,8.0828,196.3586,0.4369,2284.4062,5.0831
33,000911,南宁糖业,16.61,12.08,24.0647,177.4444,0.6756,1468.8496,5.5926
34,001872,招商港口,16.49,34.83,65.741,321.0741,0.4979,921.8155,1.4296
35,600123,兰花科创,16.34,26.1,53.2183,299.0116,0.8054,1145.2164,3.0847
36,600309,万华化学,16.16,15.15,33.3603,318.5762,0.2681,2101.7929,1.769
37,000878,云南铜业,16.14,4.18,7.5246,488.332,0.6114,11664.9857,14.6051
38,002114,罗平锌电,16.13,12.14,18.7603,34.5844,0.4518,284.6602,3.7191
39,600616,金枫酒业,15.93,4.53,18.838,109.8101,0.3003,2419.2194,6.6178
40,002065,东华软件,15.57,13.22,20.057,35.5335,0.4588,268.7765,4.1582
41,002117,东港股份,15.35,12.62,31.6202,26.3574,0.3214,208.7891,2.5462
42,000538,云南白药,15.34,9.61,29.8151,141.1924,0.4375,1468.7937,4.5515
43,600858,银座股份,15.28,3.38,15.2736,33.7034,0.2777,994.8037,8.198
44,600809,山西汾酒,15.23,18.65,73.7415,154.2461,0.3562,826.713,1.9096
45,600183,生益科技,15.12,13.89,20.0203,221.7146,0.3475,1595.7533,2.5011
46,600320,振华重工,15.05,9.18,14.2463,755.3009,0.4901,8221.3464,5.3353
47,000550,江铃汽车,15.03,11.48,25.8439,430.5412,0.4987,3748.0419,4.3419
48,600079,人福医药,14.83,24.28,38.8821,101.2642,0.498,417.0078,2.0508
49,002111,威海广泰,14.65,13.86,32.3811,15.4767,0.2437,111.6121,1.7576
50,002099,海翔药业,14.45,6.95,17.8191,28.9379,0.3617,416.3517,5.2043
51,002076,ST雪莱,14.41,16.18,32.9509,19.2755,0.2523,119.0904,1.5593
52,001696,宗申动力,14.3,5.84,11.2374,54.6772,0.256,935.3425,4.3808
53,002078,太阳纸业,14.28,4.93,17.3636,132.8076,0.6605,2692.1683,13.3907
54,000006,深振业A,14.19,19.78,36.5888,174.5866,0.6884,882.2033,3.4788
55,300271,华宇软件,14.08,12.08,33.5321,8.9371,0.161,73.9598,1.3326
56,002061,浙江交科,14.05,7.3,17.0804,31.1337,0.3052,426.0818,4.178
57,000951,中国重汽,13.67,1.85,8.4032,85.9172,0.3382,4641.046,18.2736
58,000039,中集集团,13.57,9.26,12.5318,1350.6734,0.6696,14572.929,7.2251
59,600475,华光环能,13.49,7.65,19.5976,89.7002,0.3503,1172.0029,4.5781
60,002103,广博股份,13.47,8.77,23.6787,29.1512,0.2053,332.1915,2.3403
61,002025,航天电器,13.32,33.91,67.4826,59.5812,0.4137,175.6973,1.2201
62,002095,生意宝,13.32,43.54,92.213,13.9965,0.311,32.1444,0.7143
63,600096,云天化,13.22,15.62,30.1095,342.1992,0.6382,2190.4847,4.0852
64,000933,神火股份,13.0,23.92,46.8369,216.1934,0.4323,903.701,1.8074
65,600817,宇通重工,12.98,1.12,5.0298,34.3213,0.2666,3062.075,23.7871
66,000612,焦作万方,12.96,7.13,14.4921,126.8772,0.2642,1777.5905,3.7019
67,000157,中联重科,12.94,10.89,25.3857,254.5077,0.5019,2335.7528,4.607
68,600675,中华企业,12.94,53.78,47.8422,271.515,0.3892,504.7975,0.7237
69,000731,四川美丰,12.9,20.46,30.5125,149.1477,0.6071,728.8132,2.9666
70,600549,厦门钨业,12.9,6.1,17.7801,120.6378,0.2513,1976.5329,4.1177
71,601003,柳钢股份,12.87,4.95,10.7533,349.8161,0.5783,7066.3592,11.6821
72,600150,中国船舶,12.86,10.31,17.6428,105.8271,0.4382,1026.4131,4.2502
73,000912,泸天化,12.65,9.95,22.8881,254.4708,0.4349,2556.5477,4.3701
74,600596,新安股份,12.63,7.78,28.211,106.7339,0.3721,1371.3535,4.7817
75,600415,小商品城,12.57,17.67,49.0089,141.0275,1.1285,798.07,6.3861
76,002101,广东鸿图,12.52,9.87,20.5352,16.0781,0.3215,162.8503,3.257
77,002091,江苏国泰,12.48,2.52,9.1705,34.2498,0.3567,1355.7189,14.122
78,002107,沃华医药,12.43,28.69,81.9264,15.7712,0.3033,54.966,1.0572
79,002088,鲁阳节能,12.42,11.15,37.9639,23.7911,0.3079,213.2945,2.7609
80,600824,益民集团,12.4,23.42,63.6035,108.1369,0.2792,461.6611,1.192
81,601006,大秦铁路,12.34,29.31,54.0247,2275.2809,0.2287,7762.1027,0.7803
82,601166,兴业银行,12.34,28.83,37.3301,1745.8022,0.4365,6053.7853,1.5138
83,600489,中金黄金,12.31,4.17,16.0389,102.1068,0.3646,2443.7917,8.7278
84,002056,横店东磁,12.24,8.46,30.5892,49.7441,0.4145,587.8053,4.8983
85,002115,三维通信,12.22,15.69,44.0699,14.143,0.2357,90.1099,1.5018
86,601872,招商轮船,12.19,43.25,48.29,519.4063,0.2325,1200.7983,0.5376
87,000014,沙河股份,12.16,16.24,34.6916,43.0812,0.4805,265.2085,2.9583
88,600519,贵州茅台,12.1,29.82,83.1252,605.2503,0.6412,2029.462,2.1503
89,002673,西部证券,12.07,40.44,55.6225,134.7276,,333.1229,
90,600508,上海能源,11.99,12.37,33.8293,265.8128,0.3677,2147.5442,2.9714
91,000898,鞍钢股份,11.94,12.42,25.4715,3109.0,0.524,25024.0,4.2177
92,002290,禾盛新材,11.94,7.48,14.6536,17.2775,,230.9317,
93,600971,恒源煤电,11.92,19.19,43.6024,109.0153,0.5786,568.0011,3.0148
94,600517,国网英大,11.89,13.13,29.36,30.0604,0.1506,228.9388,1.1471
95,600886,国投电力,11.88,11.19,30.8637,175.1773,0.3108,1565.4742,2.7781
96,000088,盐田港,11.86,97.85,52.4446,344.2721,0.2765,351.8152,0.2825
97,002083,孚日股份,11.8,5.24,23.0316,64.9473,0.1996,1239.1159,3.8085
98,600026,中远海能,11.79,27.63,36.1137,1298.6166,0.3904,4698.8651,1.4127
99,002096,南岭民爆,11.76,12.28,38.8458,13.3666,0.3054,108.7613,2.4856
100,600761,安徽合力,11.74,10.1,25.7761,125.9941,0.4104,1246.2358,4.06
101,000002,万科A,11.73,18.44,40.1069,1220.7959,0.3075,6617.6832,1.6669
102,002075,沙钢股份,11.72,2.32,7.725,28.0205,0.2594,1206.0214,11.1668
103,002100,天康生物,11.71,10.27,22.1077,18.7797,0.3912,182.6928,3.806
104,002068,黑猫股份,11.64,4.56,16.2138,19.1852,0.3552,420.399,7.7851
105,000528,柳工,11.54,7.24,19.0748,198.3055,0.4197,2737.0399,5.7932
106,002098,浔兴股份,11.51,7.86,24.4545,22.1583,0.2215,281.7781,2.8177
107,600660,福耀玻璃,11.51,16.91,35.4005,288.0336,0.2876,1703.2672,1.7007
108,600143,金发科技,11.48,5.97,12.2323,121.1966,0.3805,2028.0955,6.3676
109,000028,国药一致,11.43,1.8,11.4181,47.6367,0.1653,2640.6142,9.164
110,000895,双汇发展,11.34,3.0,13.5037,198.2912,0.3861,6599.5453,12.8507
111,600751,海航科技,11.34,3.78,21.0193,11.7542,0.0238,310.8042,0.6308
112,000869,张裕A,11.32,17.7,67.8615,200.0238,0.3793,1129.6615,2.1424
113,002119,康强电子,11.28,5.92,14.4363,17.7672,0.2464,300.0773,4.1619
114,600583,海油工程,11.26,14.38,20.3591,287.6021,0.3631,1999.7811,2.5249
115,000667,美好置业,11.09,19.98,43.1685,67.3034,0.2496,336.8073,1.2491
116,600426,华鲁恒升,11.06,12.56,22.776,111.5131,0.4451,887.6788,3.5436
117,000983,山西焦煤,11.04,16.03,38.1704,512.0436,0.4224,3193.0871,2.6345
118,002085,万丰奥威,11.02,4.75,12.3127,32.9819,0.1847,693.6211,3.8858
119,002110,三钢闽光,10.94,4.34,11.0435,180.9878,0.4163,4169.0649,9.5906
120,002104,恒宝股份,10.91,11.9,33.1331,15.5852,0.1803,130.9053,1.5151
121,600348,华阳股份,10.89,7.34,19.2822,295.4626,0.6142,4023.1219,8.364
122,600428,中远海特,10.85,13.35,22.7733,242.2599,0.3697,1813.4679,2.7678
123,000568,泸州老窖,10.83,18.46,57.2447,182.9707,0.2174,990.8253,1.1775
124,002022,科华生物,10.78,23.94,57.4614,36.2426,0.2584,151.3891,1.0794
125,600686,金龙汽车,10.78,1.49,13.4958,61.8327,0.3139,4124.3197,20.9385
126,000572,海马汽车,10.76,2.58,4.6493,38.195,0.1769,1479.6304,6.8534
127,000567,海德股份,10.71,14.61,40.5389,9.8847,0.0653,67.6142,0.4471
128,002048,宁波华翔,10.7,7.39,21.5128,40.2478,0.3258,544.2874,4.4071
129,600748,上实发展,10.66,22.51,13.6439,151.5884,0.258,673.3702,1.146
130,600446,金证股份,10.66,9.15,14.5407,31.0972,0.4525,339.5114,4.9405
131,600708,光明地产,10.62,12.27,23.1964,86.7064,0.2429,706.2714,1.9788
132,600643,爱建集团,10.6,14.54,13.6593,59.5328,0.1292,409.1703,0.8881
133,600880,博瑞传播,10.58,15.56,47.2214,46.7367,0.2564,300.3298,1.6478
134,002080,中材科技,10.56,9.6,28.8962,27.072,0.2414,281.7883,2.5137
135,002077,大港股份,10.54,7.73,17.3769,32.5396,0.2711,420.9134,3.5076
136,002057,中钢天源,10.52,10.4,25.5759,10.7031,0.2675,102.8714,2.5717
137,002062,宏润建设,10.46,2.65,8.239,31.4518,0.382,1182.9829,14.3705
138,600016,民生银行,10.43,12.14,24.1973,1733.337,0.1347,14270.85,1.4036
