,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600331,宏达股份,81.56,16.19,11.7643,222.9372,0.1097,1376.4083,0.6773
1,688068,热景生物,68.64,40.35,63.3198,1452.6184,23.3553,3599.723,57.8767
2,000422,湖北宜化,68.46,7.76,20.0168,725.5041,0.808,9348.9382,10.4123
3,600239,*ST云城,66.46,23.28,42.8261,394.6105,0.2457,1694.3964,1.0552
4,688298,东方生物,63.63,53.18,78.5588,3394.2497,28.2854,6381.9822,53.1831
5,688767,博拓生物,56.14,49.12,64.2943,568.7305,,1157.7851,
6,600804,鹏博士,52.44,46.77,34.3577,1002.539,0.6999,2143.1561,1.4962
7,600961,株冶集团,51.99,1.4,4.3029,121.5896,0.2305,8643.3035,16.3867
8,600132,重庆啤酒,51.52,8.71,52.1275,622.2234,1.2856,7138.7386,14.7503
9,300344,立方数科,51.19,29.34,31.1746,51.4814,0.1037,175.4582,0.3536
10,601919,中远海控,45.96,26.63,38.24,37097.8431,3.0121,139264.3474,11.3075
11,300677,英科医疗,41.07,55.07,70.5822,5878.8161,16.0542,10674.3841,29.1502
12,300269,ST联建,41.0,14.41,25.5802,72.3643,0.1297,501.9999,0.9004
13,300122,智飞生物,39.96,41.68,58.3049,5490.6501,3.4316,13171.4785,8.2321
14,600955,维远股份,35.8,25.96,36.1427,1237.3213,2.9995,4765.9421,11.5537
15,000792,盐湖股份,33.8,34.31,58.1155,2114.4893,0.3892,6162.2204,1.1342
16,002932,明德生物,33.7,50.77,76.36,579.56,8.3987,1141.344,16.5399
17,300981,中红医疗,31.93,57.27,72.1887,2088.8286,12.5327,3646.9907,21.8815
18,688303,大全能源,31.62,47.89,60.9174,2160.7879,1.3297,4511.7656,2.7764
19,600661,昂立教育,30.2,18.75,45.3264,169.0661,0.59,901.6529,3.1465
20,002030,达安基因,29.68,45.88,74.2802,1597.8752,1.1385,3482.7197,2.4815
21,002287,奇正藏药,28.81,126.5,86.0786,988.5984,1.864,781.4726,1.4735
22,600746,江苏索普,28.71,38.39,49.7543,1504.3818,1.2881,3918.2928,3.3551
23,002259,ST升达,28.6,3.72,12.7787,24.3271,0.0323,653.3014,0.8683
24,600609,金杯汽车,28.59,5.99,18.5615,158.4366,0.1208,2641.4393,2.0145
25,688399,硕世生物,27.22,44.4,73.7414,502.0329,8.5641,1130.5568,19.2861
26,600809,山西汾酒,26.85,29.24,74.9922,3543.5746,4.066,12118.7493,13.9054
27,002382,蓝帆医疗,26.63,66.33,61.4401,3441.6835,3.4187,5187.9839,5.1534
28,002640,*ST跨境,26.38,10.02,28.7486,561.1473,0.3601,5598.7755,3.5934
29,000670,*ST盈方,26.26,0.44,8.2084,6.0969,0.0074,1363.2127,1.6693
30,002064,华峰化学,25.74,29.86,40.2362,3850.734,,12894.7308,
31,301047,义翘神州,25.37,69.74,95.631,442.65,8.6794,634.6981,12.445
32,688511,天微电子,25.34,55.68,74.7639,74.555,1.2425,133.8933,2.2315
33,002900,哈三联,25.08,123.73,66.3815,586.2915,1.8518,473.8349,1.4966
34,002274,华昌化工,24.64,18.25,28.6864,875.9058,0.9197,4798.1486,5.0381
35,688798,艾为电子,24.25,11.44,37.6144,122.0307,,1066.5668,
36,603393,新天然气,24.13,70.95,46.6081,803.6578,2.1366,1132.6463,3.0113
37,300671,富满电子,23.83,37.15,51.991,316.1669,1.5426,850.8741,4.1515
38,600309,万华化学,23.4,19.99,31.0738,13530.3978,4.3093,67657.0023,21.5485
39,301026,浩通科技,23.39,15.16,19.6099,171.634,2.0192,1131.8945,13.3164
40,603026,石大胜华,23.38,16.2,29.7893,590.9748,2.9158,3646.2931,17.9903
41,603444,吉比特,22.9,37.73,81.9007,900.8288,12.535,2387.2522,33.2187
42,603486,科沃斯,22.9,15.86,50.2788,850.132,1.4848,5358.7399,9.3595
43,603392,万泰生物,22.78,36.73,85.2165,721.5085,1.1885,1963.9739,3.2353
44,688699,明微电子,22.51,48.91,59.4748,302.5474,4.0682,618.4954,8.3166
45,688766,普冉股份,22.49,22.18,32.4831,113.5155,4.1777,511.6199,18.8292
46,603010,万盛股份,22.25,21.56,37.215,429.3203,0.8846,1990.5586,4.1019
47,600581,八一钢铁,22.06,8.68,18.4141,1273.7021,0.8309,14659.2424,9.563
48,603882,金域医学,21.65,19.41,46.3616,1059.2339,2.2896,5455.4475,11.7927
49,600678,四川金顶,21.56,24.89,48.1169,46.7453,0.1339,187.7401,0.5379
50,600751,海航科技,21.2,0.58,7.7558,983.187,0.3391,167920.359,57.9167
51,600966,博汇纸业,21.16,18.91,34.0176,1514.1334,1.1326,8003.5134,5.9868
52,601888,中国中免,20.91,15.08,38.3331,5359.0123,2.7447,35525.9881,18.1953
53,688368,晶丰明源,20.9,31.5,46.7614,335.6776,5.4115,1065.5347,17.1777
54,000727,冠捷科技,20.88,1.23,13.0503,407.9116,0.09,32969.8113,7.2787
55,002592,ST八菱,20.86,60.31,16.0575,183.0699,,303.5309,
56,300410,正业科技,20.44,20.22,36.9411,158.1161,0.4229,781.7293,2.091
57,600426,华鲁恒升,20.23,32.73,41.4037,3801.1847,1.7975,11612.4994,5.4914
58,601636,旗滨集团,19.85,32.34,53.0778,2193.0231,0.8163,6780.3508,2.5241
59,002445,中南文化,19.83,210.33,20.6209,418.2824,0.1748,198.8641,0.0831
60,600096,云天化,19.73,5.08,15.1033,1572.0002,0.8555,30930.1837,16.8337
61,002169,智光电气,19.62,81.64,12.7256,719.7561,0.9136,881.5215,1.1189
62,688289,圣湘生物,19.59,55.26,75.3595,1120.8915,2.8022,2028.3236,5.0708
63,600779,水井坊,19.58,20.53,84.5446,377.2932,0.7724,1836.9066,3.7607
64,002496,ST辉丰,19.54,75.67,19.7736,545.3031,0.3617,720.6248,0.4779
65,301071,力量钻石,19.53,49.49,65.2081,107.9988,,218.2044,
66,600571,信雅达,19.45,37.53,53.659,241.5054,0.5497,643.3825,1.4646
67,603565,中谷物流,19.4,19.64,16.4027,1100.9071,1.2702,5603.7556,6.4658
68,300571,平治信息,19.36,11.31,19.3743,166.4676,1.3362,1471.7338,11.8134
69,300529,健帆生物,19.36,52.18,85.2713,620.1407,0.7703,1188.2548,1.476
70,002774,快意电梯,19.08,21.2,52.4785,254.5881,0.7561,1200.5308,3.5657
71,600595,*ST中孚,19.06,5.52,21.6538,385.0477,0.1963,6965.1165,3.5514
72,001217,华尔泰,18.91,23.16,33.6059,181.7032,0.73,784.4285,3.1515
73,300942,易瑞生物,18.78,49.41,77.3934,163.3087,0.4073,330.4904,0.8244
74,603555,ST贵人,18.76,72.43,26.1137,383.8397,0.2442,529.9079,0.3371
75,688728,格科微,18.7,17.46,32.5133,643.9418,,3686.1123,
76,000048,京基智农,18.54,19.02,60.6772,489.4319,0.9353,2572.9482,4.9173
77,301050,雷电微力,18.48,29.58,46.0712,114.9878,1.5838,388.621,5.3529
78,000100,TCL科技,18.06,9.13,21.9569,6783.885,0.4834,74298.647,5.2954
79,600507,方大特钢,18.01,14.96,23.3043,1477.0463,0.6851,9867.4921,4.5768
80,001203,大中矿业,17.96,38.8,64.3579,890.0438,0.5902,2293.7505,1.521
81,002043,兔宝宝,17.94,8.19,17.4004,313.7239,0.4049,3829.6868,4.943
82,000933,神火股份,17.82,9.43,30.6421,1463.0922,0.6556,15511.3102,6.9511
83,601100,恒立液压,17.78,26.95,41.0233,1408.9308,1.0793,5226.9107,4.0041
84,002105,信隆健康,17.71,9.84,21.6696,125.1022,0.3394,1270.2638,3.4471
85,300760,迈瑞医疗,17.69,33.99,65.5714,4344.4296,3.5736,12778.3476,10.5111
86,688139,海尔生物,17.64,61.75,50.6008,573.0775,1.8074,927.9542,2.9266
87,603606,东方电缆,17.51,18.8,29.7696,636.9528,0.9737,3386.7308,5.1776
88,000568,泸州老窖,17.38,45.36,85.6698,4226.3167,2.8853,9317.097,6.3608
89,600702,舍得酒业,17.34,30.75,78.7842,735.4847,2.1877,2391.2199,7.1129
90,600346,恒力石化,17.23,8.26,15.2698,8642.2071,1.2277,104574.478,14.8562
91,300844,山水比德,17.2,16.52,49.9304,46.575,1.5371,281.7885,9.2999
92,002023,海特高新,17.19,173.55,41.538,680.3227,0.8989,391.9946,0.5179
93,601156,东航物流,17.16,15.02,25.4555,1521.129,0.9581,10126.7311,6.3788
94,002714,牧原股份,17.06,22.93,32.829,9525.9806,1.8099,41537.9655,7.8923
95,300482,万孚生物,16.99,29.93,68.7642,555.6693,1.2485,1856.2158,4.1707
96,603501,韦尔股份,16.84,18.02,33.0894,2243.5493,2.583,12448.1439,14.3315
97,600111,北方稀土,16.71,13.82,24.3268,2035.8059,0.5603,14720.3057,4.0517
98,300725,药石科技,16.71,61.35,49.6422,381.2382,1.909,621.3494,3.1114
99,603288,海天味业,16.69,27.18,39.3118,3352.6327,0.7958,12332.1631,2.9274
100,600338,西藏珠峰,16.66,42.01,72.2,417.5335,0.4567,993.7564,1.087
101,603260,合盛硅业,16.61,30.8,44.0645,2372.4569,2.2086,7701.8623,7.17
102,600887,伊利股份,16.52,9.45,37.404,5321.8502,0.8749,56293.591,9.2548
103,002605,姚记科技,16.51,18.39,40.8555,367.0087,0.9116,1995.0741,4.9558
104,002978,安宁股份,16.5,62.78,76.638,762.7546,1.9021,1214.9005,3.0296
105,000830,鲁西化工,16.49,18.18,31.8639,2632.0622,1.3821,14471.4023,7.5992
106,002524,光正眼科,16.42,11.6,35.2413,61.2849,0.1186,528.1857,1.0228
107,600803,新奥股份,16.42,4.0,17.741,2077.67,0.73,51835.77,18.2144
108,300994,久祺股份,16.38,5.41,16.6344,85.4539,0.5865,1579.4707,10.842
109,002636,金安国纪,16.31,17.67,27.4959,546.1972,0.7502,3091.0632,4.2459
110,300726,宏达电子,16.29,43.28,69.9643,399.3599,0.9981,922.6995,2.3061
111,600031,三一重工,16.29,15.0,28.1395,10073.672,1.1872,67127.888,7.9111
112,000011,深物业A,16.26,26.61,70.3139,676.3755,1.1348,2540.8651,4.2633
113,002677,浙江美大,16.25,27.96,53.5819,254.2616,0.3935,909.1209,1.4071
114,000799,酒鬼酒,16.25,29.77,80.2427,510.3227,1.5705,1713.7337,5.2741
115,605006,山东玻纤,16.22,22.84,38.3522,330.5635,0.6611,1446.7558,2.8935
116,300783,三只松鼠,16.16,6.68,31.1301,351.8247,0.8773,5260.8085,13.1192
117,002011,盾安环境,16.16,5.14,15.9488,258.9604,0.2823,5035.9008,5.4904
118,301028,东亚机械,16.07,19.62,33.8629,102.7359,0.3618,523.4155,1.8435
119,605028,世茂能源,16.06,45.38,64.0622,83.3631,0.6946,183.6646,1.5305
120,600500,中化国际,15.87,5.53,12.2848,2150.882,0.7776,38889.4457,14.0602
121,002027,分众传媒,15.74,39.58,65.881,2900.2341,0.1975,7326.6429,0.4991
122,300782,卓胜微,15.71,42.99,57.6299,1014.4486,3.0412,2359.3585,7.0732
123,600570,恒生电子,15.69,34.84,74.326,715.0895,0.6848,2052.1507,1.9654
124,600586,金晶科技,15.65,23.41,32.8826,782.9209,0.5479,3344.3717,2.3407
125,605499,东鹏饮料,15.64,18.35,49.68,675.8261,1.6895,3682.2618,9.2054
126,603267,鸿远电子,15.54,36.32,54.2562,454.3933,1.9551,1250.9831,5.3827
127,002493,荣盛石化,15.44,7.77,25.69,6566.3817,0.6484,84416.1038,8.3369
128,601001,晋控煤业,15.31,19.05,41.7546,1361.7595,0.8136,7146.423,4.2698
129,605580,恒盛能源,15.28,18.91,29.1184,64.6775,,341.8886,
130,600810,神马股份,15.27,15.5,30.2571,974.825,1.0602,6289.1113,6.84
131,600519,贵州茅台,15.24,50.22,91.3784,24653.9856,19.6258,49087.2778,39.076
132,002569,ST步森,15.22,27.97,26.8541,36.8888,0.2561,131.8796,0.9157
133,002833,弘亚数控,15.21,23.3,33.6773,280.4577,0.9255,1203.5292,3.9717
134,301061,匠心家居,15.1,15.32,33.4636,150.4818,2.508,982.1064,16.3684
135,603195,公牛集团,15.1,24.42,37.4828,1421.4119,2.3667,5819.7724,9.6903
136,300415,伊之密,15.06,15.54,36.6862,264.0292,0.6061,1698.8297,3.8999
137,002901,大博医疗,15.03,37.46,85.7027,317.1616,0.7828,846.5822,2.0896
138,688793,倍轻松,14.99,7.6,60.9438,41.3632,0.8947,543.7418,11.7616
139,002266,浙富控股,14.98,18.98,24.4177,1304.5453,0.2429,6873.1272,1.2799
140,688036,传音控股,14.98,7.57,22.4472,1732.0084,2.165,22853.4314,28.5667
141,300003,乐普医疗,14.86,26.46,62.7636,1725.8144,,6520.5653,
142,300628,亿联网络,14.86,48.84,62.829,806.1896,0.8928,1650.4326,1.8277
143,000858,五粮液,14.84,35.91,74.9551,13200.3717,3.4007,36751.5478,9.4681
144,600408,ST安泰,14.83,7.78,12.3988,442.6102,0.4396,5686.7986,5.6483
145,300661,圣邦股份,14.81,28.45,51.2239,260.5205,1.1097,915.4645,3.8994
146,000661,长春高新,14.77,38.75,87.89,1923.4832,4.7526,4962.8649,12.2624
147,603369,今世缘,14.76,34.66,70.5848,1334.6961,1.0639,3850.7489,3.0695
148,300639,凯普生物,14.72,30.11,65.7521,391.0209,1.3304,1298.6337,4.4187
149,301053,远信工业,14.69,14.96,28.4438,44.6113,0.7276,298.161,4.8629
150,001210,金房节能,14.65,19.94,27.4533,89.9676,1.3219,451.1592,6.629
151,601003,柳钢股份,14.49,4.65,13.2793,1887.6247,0.7365,40544.4617,15.8204
152,600808,马钢股份,14.48,8.16,17.2718,4643.7871,0.603,56863.6154,7.3842
153,002080,中材科技,14.46,19.73,33.2354,1846.9111,1.0581,9359.3747,5.5772
154,603985,恒润股份,14.43,20.4,33.6465,243.2104,0.9178,1191.7744,4.4973
155,000807,云铝股份,14.42,9.15,22.033,1998.4811,0.6388,21829.8574,6.9783
156,000708,中信特钢,14.4,8.53,17.5442,4187.5714,0.8296,49086.9454,9.7256
157,002601,龙佰集团,14.4,24.75,41.2299,2434.967,1.0872,9837.8525,4.3926
158,600389,江山股份,14.37,9.73,19.7329,306.9736,1.0335,3153.39,10.6174
159,301077,星华反光,14.36,11.86,26.9572,45.1438,,380.4583,
160,600895,张江高科,14.3,115.39,68.6109,1702.1194,1.099,1475.0304,0.9524
161,002304,洋河股份,14.27,36.42,74.4328,5661.4458,3.7567,15543.2649,10.3141
162,605007,五洲特纸,14.27,15.97,25.0327,261.1088,0.6527,1634.9326,4.0872
