,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600187,国中水务,391.56,3563354.95,100.0,420.8679,1.2861,0.0118,0.0
1,600137,浪莎股份,384.48,711.01,26.1104,336.5491,4.7523,47.3337,0.6683
2,600083,*ST博信,106.5,147.64,-6.3613,41.1601,0.1789,27.8771,0.1212
3,600629,华建集团,88.44,15.92,41.9757,15.66,0.1034,98.3371,0.6496
4,600735,新华锦,70.35,25.35,6.5885,111.7802,0.722,440.8246,2.8474
5,601555,东吴证券,57.65,57.77,61.9695,613.2589,0.6132,1061.4856,1.0614
6,601377,兴业证券,56.07,52.69,70.1477,993.151,1.0937,1884.5422,2.0754
7,000560,我爱我家,51.04,2.67,22.5862,12.147,0.0903,453.3492,3.3731
8,600608,ST沪科,50.99,39.06,15.7586,93.9804,0.2857,240.5509,0.7314
9,002172,澳洋健康,49.31,19.45,31.6014,174.3844,1.3414,896.162,6.8935
10,000166,申万宏源,49.2,51.06,70.932,2975.3874,0.443,5826.1726,0.8675
11,601211,国泰君安,48.92,58.94,72.5004,3921.2033,0.8342,6652.358,1.4153
12,002736,国信证券,47.01,52.03,60.192,2907.4192,1.4537,5587.8143,2.7939
13,600136,当代文体,39.66,18.37,33.1687,11.3193,0.1083,61.6093,0.5898
14,600999,招商证券,38.85,54.71,69.1822,2414.7831,1.006,4413.0525,1.8385
15,002673,西部证券,38.37,52.25,76.4289,760.2771,,1454.8638,
16,600610,中毅达,38.11,93.44,8.4178,92.7255,0.2596,99.2286,0.2778
17,600862,中航高科,37.05,29.48,19.9788,65.2891,0.2738,221.4084,0.9285
18,000777,中核科技,36.71,82.98,21.5997,179.5556,1.0687,216.3737,1.2879
19,600739,辽宁成大,36.36,46.63,15.1289,1053.1444,1.1738,2258.1419,2.5168
20,601688,华泰证券,33.75,46.36,65.9569,1733.6425,0.788,3739.365,1.6997
21,000623,吉林敖东,33.24,253.52,66.5681,977.7748,1.7053,385.6786,0.6726
22,002152,广电运通,32.77,33.09,44.9579,103.3751,0.9701,312.4026,2.9317
23,600193,创兴资源,31.96,294.33,24.7765,86.5507,0.5157,29.4051,0.1752
24,000545,金浦钛业,31.62,28.48,46.6008,16.3646,0.1034,57.4535,0.363
25,601788,光大证券,31.37,67.23,67.6767,2104.49,0.7261,3130.1381,1.0801
26,600837,海通证券,30.55,42.93,69.2023,2040.8352,0.6021,4753.2597,1.4024
27,600958,东方证券,29.13,51.79,68.9849,1570.7989,0.51,3032.921,0.9847
28,600758,辽宁能源,28.54,79.97,32.6939,58.0238,0.3632,72.553,0.4541
29,002177,御银股份,28.53,33.22,67.6247,35.4713,0.6383,106.7654,1.9213
30,000612,焦作万方,28.15,15.87,26.1453,373.5485,0.7779,2352.8106,4.8998
31,002215,诺普信,27.95,9.46,32.4225,45.9693,0.5107,485.5004,5.3944
32,600497,驰宏锌锗,27.61,22.93,35.0005,664.4219,1.7036,2896.5898,7.4271
33,000820,*ST节能,27.25,35.7,27.4177,128.0096,0.4447,358.5675,1.2457
34,601168,西部矿业,26.33,24.7,45.1973,854.6817,0.4444,3459.8162,1.7991
35,000333,美的集团,26.26,2.48,17.5687,715.5939,1.4311,28761.9062,57.5238
36,000792,盐湖股份,25.97,32.49,72.3928,494.5513,0.6443,1522.1333,1.9831
37,600685,中船防务,25.84,19.28,17.1798,465.135,0.9402,2412.3914,4.8766
38,600030,中信证券,24.87,39.55,65.1486,4208.2115,1.4114,10639.0869,3.5683
39,600031,三一重工,24.07,18.76,35.6096,824.4877,0.8588,4393.6328,4.5767
40,600766,*ST园城,23.83,331.44,47.4019,39.5242,0.2309,11.9247,0.0696
41,600643,爱建集团,22.87,80.81,12.8401,220.5837,0.4788,272.9504,0.5924
42,002019,亿帆医药,22.81,26.33,60.2569,88.0301,0.9212,334.2922,3.4986
43,002218,拓日新能,22.64,33.89,42.2693,36.7178,0.3059,108.3273,0.9027
44,000584,哈工智能,22.42,20.58,38.1444,117.7151,0.3403,571.8187,1.6532
45,600517,国网英大,22.02,14.05,22.3544,71.5431,0.3584,508.918,2.55
46,000338,潍柴动力,21.63,6.35,23.1131,975.2133,1.873,15340.3595,29.4636
47,002187,广百股份,21.6,5.33,24.0136,71.496,0.5958,1341.3199,11.1776
48,600109,国金证券,21.54,538.05,98.2305,212.429,1.496,39.4806,0.278
49,600331,宏达股份,20.93,14.48,42.2604,353.067,0.8487,2437.649,5.8597
50,001696,宗申动力,20.56,9.4,13.8088,108.1483,0.5065,1150.4716,5.3884
51,000951,中国重汽,20.52,3.98,13.6399,339.8923,1.0534,8528.4678,26.4337
52,002202,金风科技,20.32,22.45,31.2926,128.3337,0.2851,571.5936,1.2702
53,600309,万华化学,20.15,17.17,37.3846,606.1693,0.5102,3528.5898,2.9699
54,000780,ST平能,19.92,36.23,36.3768,143.4597,0.2335,395.9285,0.6445
55,002147,*ST新光,19.86,17.65,41.0502,19.6967,0.2813,111.547,1.5935
56,002500,山西证券,19.84,51.68,76.9437,416.4503,0.3194,805.7785,0.618
57,002194,武汉凡谷,19.58,20.2,28.5987,91.4558,0.5715,452.6358,2.8289
58,002165,红宝丽,19.54,8.15,20.2644,32.4316,0.5791,397.5855,7.0997
59,002064,华峰化学,19.23,26.28,44.8347,186.0499,1.0078,707.9508,3.835
60,000933,神火股份,19.21,17.2,36.5912,335.6509,0.6713,1950.3363,3.9006
61,000060,中金岭南,19.11,15.59,26.8953,637.7506,0.8721,4090.4926,5.5936
62,002151,北斗星通,19.01,20.78,40.571,15.0326,0.3758,72.3313,1.8082
63,002153,石基信息,18.69,28.88,61.362,32.6874,0.7782,113.1548,2.6941
64,002150,通润装备,18.59,12.9,26.4123,26.8125,0.5156,207.8239,3.9966
65,600053,九鼎投资,18.37,19.65,44.4034,88.1621,0.2928,448.4659,1.4895
66,000157,中联重科,18.36,14.3,27.5748,515.7909,0.6782,3604.4683,4.7396
67,000421,南京公用,18.36,9.57,20.284,97.1163,0.2761,1014.2545,2.8839
68,000950,重药控股,18.34,11.54,36.9985,56.9562,0.3674,493.406,3.1832
69,600858,银座股份,18.17,4.32,17.9231,59.3541,0.4891,1371.7373,11.3042
70,600565,迪马股份,17.96,27.77,27.4463,77.5332,0.4845,279.1226,1.7445
71,000963,华东医药,17.88,3.74,20.8067,86.7906,0.1999,2315.4654,5.3344
72,002166,莱茵生物,17.66,21.79,39.2887,15.5001,0.3211,71.1318,1.4737
73,000825,太钢不锈,17.66,6.82,13.6376,2740.5294,0.7923,40126.7295,11.6022
74,000835,*ST长动,17.42,10.62,23.5241,41.6183,0.2569,391.6945,2.4178
75,600809,山西汾酒,17.29,20.51,78.1253,194.6858,0.4496,948.8864,2.1918
76,002183,怡亚通,17.18,36.9,65.8521,60.7138,0.6558,164.5075,1.777
77,000428,华天酒店,16.84,40.78,61.3604,112.0276,0.324,274.6972,0.7946
78,002171,楚江新材,16.76,2.59,7.1924,31.8005,0.3153,1223.8192,12.135
79,002173,创新医疗,16.61,12.52,30.8294,22.0173,0.4403,175.7864,3.5157
80,002191,劲嘉股份,16.51,12.19,28.1833,89.7491,0.4487,736.1575,3.6807
81,600595,*ST中孚,16.51,11.57,21.4506,330.4238,1.0054,2854.4782,8.686
82,601390,中国中铁,16.47,1.81,11.1752,1376.855,0.1075,75678.003,5.9123
83,000635,英力特,16.34,6.69,25.5877,50.7384,0.369,758.3201,5.516
84,600026,中远海能,16.23,38.3,44.8481,2226.7966,0.6695,5812.697,1.7476
85,002128,露天煤业,16.19,24.38,40.3933,309.7099,0.4734,1270.0321,1.9413
86,002196,方正电机,16.18,8.46,19.3406,19.886,0.3479,235.0532,4.1129
87,002210,*ST飞马,15.96,9.48,17.2028,21.1245,0.2091,222.7871,2.2058
88,600875,东方电气,15.87,16.03,25.3338,436.6648,0.9703,2723.0501,6.0512
89,600320,振华重工,15.8,10.7,14.8044,990.2175,0.3213,9253.3003,3.0025
90,600596,新安股份,15.62,11.26,27.528,182.0102,0.6346,1616.3068,5.6359
91,000528,柳工,15.56,8.37,19.1501,324.8696,0.6876,3879.0658,8.2104
92,002024,苏宁易购,15.49,3.04,13.5626,578.3738,0.4012,18983.0915,13.1689
93,000829,天音控股,15.44,1.16,9.3549,86.8775,0.1723,7473.8199,14.829
94,002158,汉钟精机,15.35,14.44,22.2593,24.4307,0.2171,169.0767,1.5029
95,600177,雅戈尔,15.3,38.22,39.5205,1301.4779,0.5845,3404.6824,1.529
96,601099,太平洋,15.27,56.73,80.0436,255.2315,0.1698,449.8572,0.2993
97,000031,大悦城,15.25,170.35,51.7756,269.4048,0.3851,158.1449,0.226
98,000898,鞍钢股份,15.25,14.54,30.264,4804.0,0.8097,33036.0,5.5681
99,002203,海亮股份,15.21,2.79,6.0506,92.5285,0.2681,3305.8093,9.5792
100,000548,湖南投资,15.14,51.79,90.6197,185.114,0.3708,357.3725,0.7158
101,601601,中国太保,15.11,8.45,10.3641,3823.0,0.5705,45204.0,6.7468
102,600202,哈空调,15.04,17.29,23.1287,87.3524,0.3554,505.0169,2.0551
103,002216,三全食品,15.03,6.15,35.6472,39.601,0.5657,643.5856,9.194
104,600362,江西铜业,14.98,11.52,15.6766,1993.57,0.6886,17300.5663,5.9759
105,600143,金发科技,14.84,7.25,100.0,202.2789,0.3175,2787.9727,4.3767
106,600090,*ST济堂,14.69,8.73,50.6809,37.1522,0.1009,425.0858,1.1553
107,002154,报喜鸟,14.64,17.14,42.8248,27.3614,0.38,159.6335,2.2171
108,000001,平安银行,14.6,22.98,54.7826,1123.983,0.5386,4890.715,2.3436
109,000869,张裕A,14.54,18.97,67.5897,273.1387,0.518,1439.1966,2.7294
110,600150,中国船舶,14.35,14.81,23.1714,199.3355,0.7592,1345.6355,5.1251
111,002219,*ST恒康,14.26,18.84,47.6335,18.1175,0.2588,96.1162,1.373
112,002217,合力泰,14.12,10.15,21.3579,24.639,0.2652,242.5222,2.6111
113,601088,中国神华,14.11,25.58,52.0023,9806.0,0.542,38331.0,2.1189
114,000513,丽珠集团,14.08,28.5,43.282,232.3758,0.7593,815.0703,2.6633
115,600660,福耀玻璃,14.07,18.33,37.6881,416.704,0.416,2272.8388,2.2694
116,002195,二三四五,14.06,15.07,42.2715,12.0365,0.2805,79.835,1.8609
117,000021,深科技,14.02,7.72,2.0557,464.7489,0.5284,6012.8634,6.8365
118,002004,华邦健康,14.02,30.95,60.0805,74.3258,0.563,240.0895,1.8188
119,000680,山推股份,13.97,11.13,17.4022,249.0803,0.3596,2236.286,3.2291
120,600022,山东钢铁,13.87,4.29,11.1253,670.2381,0.4951,15601.9211,11.5262
121,600519,贵州茅台,13.85,32.32,85.1958,849.7237,0.9003,2629.0889,2.7856
122,001872,招商港口,13.84,33.23,60.0024,305.3702,0.4736,918.9396,1.4252
123,600489,中金黄金,13.78,4.28,15.6819,123.0463,0.4394,2871.111,10.2539
124,600166,福田汽车,13.68,1.66,8.7021,237.4636,0.2926,14252.1945,17.5647
125,600880,博瑞传播,13.62,19.37,54.2743,64.6381,0.3546,333.5757,1.8302
126,000807,云铝股份,13.5,7.57,15.4,261.8253,0.2997,3455.6141,3.9556
127,002174,游族网络,13.49,9.83,19.4115,13.8475,0.2235,140.8259,2.2735
128,002022,科华生物,13.44,29.07,58.0432,53.0389,0.2521,182.4286,0.8671
129,600428,中远海特,13.38,14.45,26.8174,354.6689,0.5413,2453.8915,3.7452
130,000572,海马汽车,13.33,6.07,14.5882,277.492,0.542,4564.235,8.9163
131,600828,茂业商业,13.33,3.94,17.7097,27.9704,0.1376,709.3379,3.4917
132,600993,马应龙,13.29,33.71,43.4461,89.1449,1.4517,264.3724,4.3054
133,600583,海油工程,13.22,16.92,19.5376,443.0391,0.4661,2618.0249,2.7546
134,600290,ST华仪,13.21,12.23,25.9618,39.3592,0.2258,321.5797,1.8449
135,600459,贵研铂业,13.2,12.36,22.8143,74.5743,0.8676,602.9484,7.0151
136,000960,锡业股份,13.12,7.23,17.5811,259.8613,0.484,3593.4931,6.6935
137,600547,山东黄金,13.05,3.1,10.0065,92.6092,0.5788,2984.3117,18.6519
138,300271,华宇软件,13.05,14.37,34.2157,11.576,0.2085,80.5205,1.4508
139,000028,国药一致,13.05,1.84,9.8743,59.8984,0.2078,3242.232,11.2519
140,600970,中材国际,13.02,1.84,10.0381,109.2649,0.6503,5913.9943,35.2023
141,000651,格力电器,13.02,2.42,18.2751,485.5095,0.6028,20051.5657,24.896
142,600622,光大嘉宝,12.95,18.82,35.923,102.5754,0.3073,544.9647,1.6331
143,000895,双汇发展,12.94,2.64,10.1138,240.2414,0.3964,9074.16,14.9739
144,000538,云南白药,12.89,8.82,28.2636,149.2029,0.3082,1689.7632,3.4908
